Drug,Best Conf,Cosine Similarity
Cefmenoxime,Conf 12,0.9766265510872947
Diethylamino hydroxybenzoyl hexyl benzoate,Conf 68,0.9766130828737712
Eliglustat,Conf 21,0.9765859065154409
Tezacaftor,Conf 1,0.976538335925474
Copper gluconate,Conf 112,0.9764513873435225
Dinoprost,Conf 60,0.9763504800677079
Cefmetazole,Conf 19,0.9761886720869705
Glycerol phenylbutyrate,Conf 104,0.9761340149340141
Polidocanol,Conf 27,0.9760944087039912
Gefitinib,Conf 27,0.9759254751388231
Delamanid,Conf 19,0.9759135829565715
Vandetanib,Conf 13,0.9758982404562271
Lapatinib,Conf 2,0.9758301661368439
Risperidone,Conf 9,0.9757906823810998
Empagliflozin,Conf 10,0.9757829198890501
Fosaprepitant,Conf 46,0.9757454238755618
"Sodium 1,2-Dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)",Conf 6,0.9756455326116291
Rutin,Conf 8,0.9756430941735065
Ceforanide,Conf 199,0.9754463828503531
Canagliflozin,Conf 14,0.975428297641446
Tirofiban,Conf 12,0.975374991160834
Dronedarone,Conf 18,0.9753588626978548
Amprenavir,Conf 126,0.9752863059917405
Carvedilol,Conf 72,0.97514573946084
Tedizolid phosphate,Conf 2,0.975136250669603
Betaxolol,Conf 108,0.9750655651154299
Aripiprazole lauroxil,Conf 13,0.974970913646715
Sunitinib,Conf 28,0.9749677856689714
Ivabradine,Conf 36,0.9749085404903233
Citicoline,Conf 135,0.9748856903350946
Cefotaxime,Conf 19,0.9748566293410406
Pivmecillinam,Conf 1,0.9748305059599562
Lidoflazine,Conf 12,0.9747693701078486
Raltitrexed,Conf 61,0.9747546964893331
Sodium lauryl sulfate,Conf 204,0.9747291849377194
Doconexent,Conf 152,0.9747137066445849
Aripiprazole,Conf 61,0.9746770036700168
Glipizide,Conf 4,0.9745940808653247
Darolutamide,Conf 60,0.974590666641601
Conivaptan,Conf 5,0.9745870019599874
Indinavir,Conf 132,0.974535204809223
Lenvatinib,Conf 10,0.9745209082263547
Balsalazide,Conf 26,0.9745184683468082
Cilastatin,Conf 20,0.9745175910835329
Glutathione disulfide,Conf 87,0.9744824050314705
Testosterone cypionate,Conf 7,0.9744411603232761
Naloxegol,Conf 101,0.9744039387669189
Epoprostenol,Conf 51,0.9743999023486879
Naratriptan,Conf 23,0.9743339816545488
Cefpiramide,Conf 16,0.9743048316256608
Benfotiamine,Conf 120,0.9742948472070652
Acitretin,Conf 36,0.974222653106817
Alpelisib,Conf 6,0.9741558589599362
Telotristat ethyl,Conf 6,0.974086829760257
Pretomanid,Conf 8,0.9740622322088984
Ertapenem,Conf 5,0.9740595366602932
Tamsulosin,Conf 57,0.9739382905303571
Enzalutamide,Conf 8,0.973789833165797
Ticagrelor,Conf 11,0.9737854981006409
Revefenacin,Conf 62,0.9737650367595576
Dabigatran etexilate,Conf 17,0.9736985041972354
Nebivolol,Conf 151,0.973698311710087
Levoleucovorin,Conf 10,0.9736677610498397
DL-dimyristoylphosphatidylglycerol,Conf 7,0.9736502327550552
Pioglitazone,Conf 8,0.9736181383797542
Paliperidone,Conf 8,0.973610332416968
Crizotinib,Conf 45,0.9736053133244242
Argatroban,Conf 19,0.973584641037192
Benzonatate,Conf 35,0.9735446279505398
Etofamide,Conf 15,0.9735415375662152
Leucovorin,Conf 4,0.9734273332074065
Rosiglitazone,Conf 37,0.9734091121215132
Ademetionine,Conf 64,0.9733949532458648
Almotriptan,Conf 23,0.9733924690340694
Dolutegravir,Conf 14,0.9733799937861568
Rilpivirine,Conf 7,0.9733503189658816
Esomeprazole,Conf 35,0.9732780024706361
Osimertinib,Conf 16,0.9732088372225769
Irinotecan,Conf 30,0.9732083188271885
Trimethobenzamide,Conf 2,0.9732070667982449
Vilazodone,Conf 62,0.9731075259825059
Stearic acid,Conf 160,0.9729853655671191
Cefotiam,Conf 29,0.972903396768842
Salmeterol,Conf 328,0.9728197731288494
Darunavir,Conf 61,0.972786358398364
Netarsudil,Conf 15,0.9726980170105556
Piperacillin,Conf 25,0.9726799761248099
Rabeprazole,Conf 11,0.9726647139834714
Pentamidine,Conf 62,0.9726360437052601
Dobutamine,Conf 116,0.9725600556376935
Fedratinib,Conf 62,0.9725464646506726
Tritoqualine,Conf 2,0.9725330251861434
Safinamide,Conf 13,0.9725217180316613
Bromperidol,Conf 53,0.9725150638090111
Nilotinib,Conf 53,0.9724986607615633
Capsaicin,Conf 54,0.9724776904039931
Docosanol,Conf 203,0.9724567987901486
Pinaverium,Conf 7,0.9724330652402613
Panobinostat,Conf 15,0.9723583639624989
Quetiapine,Conf 20,0.972350385376002
Ranolazine,Conf 13,0.9723469408238637
Verapamil,Conf 6,0.9723296815878711
Ezetimibe,Conf 25,0.972281773901022
Palmitic Acid,Conf 96,0.9722672345233783
Saquinavir,Conf 53,0.9722395287738578
Udenafil,Conf 64,0.9722292305273699
Gallamine triethiodide,Conf 1,0.972228356094578
Hexobendine,Conf 9,0.9722263370483587
Erdafitinib,Conf 3,0.9722241062950099
Hydroxychloroquine,Conf 35,0.9722044545987248
Tobramycin,Conf 54,0.9721608205036547
Fursultiamine,Conf 35,0.9721256411833978
Haloperidol,Conf 28,0.9720554075274938
Decamethonium,Conf 29,0.9719879874279709
Cilostazol,Conf 126,0.9719595020191434
Cefoperazone,Conf 26,0.9719184343650107
Enasidenib,Conf 54,0.9718411509729439
Teniposide,Conf 5,0.9718207926830743
Lopinavir,Conf 3,0.9717778331725002
Procaine merethoxylline,Conf 41,0.9717663672078187
Amiodarone,Conf 1,0.9717581573616157
Palbociclib,Conf 3,0.971750196609389
Fosinopril,Conf 8,0.9717446532696754
Neratinib,Conf 15,0.9717154308097183
Istradefylline,Conf 1,0.9716263123975327
Pramocaine,Conf 47,0.9715841696847758
Pimozide,Conf 149,0.9715712664197781
Benazepril,Conf 24,0.9715452436462244
Linoleic acid,Conf 265,0.9714858998029487
Sulfoxone,Conf 7,0.9714076322468259
Macitentan,Conf 15,0.9713912433874393
Pazopanib,Conf 34,0.9713602993334935
Methotrexate,Conf 26,0.9713471001690681
1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),Conf 23,0.9712976335906273
Silodosin,Conf 1,0.9712264698794445
Cefuroxime,Conf 7,0.97122555797295
Doravirine,Conf 14,0.9712159410009581
Lubiprostone,Conf 10,0.9711911860024546
Pivampicillin,Conf 10,0.9711777615088901
Aprepitant,Conf 6,0.9711486522661635
Chloramphenicol succinate,Conf 104,0.9711477007080044
Cefamandole,Conf 4,0.9711094876940588
Phylloquinone,Conf 40,0.9710749819698318
Olodaterol,Conf 31,0.9710431230835822
Mebeverine,Conf 77,0.9710295321489661
Taurocholic acid,Conf 69,0.9710030073581414
Dexlansoprazole,Conf 7,0.9708923339010171
Oftasceine,Conf 64,0.9707913261626815
Cangrelor,Conf 8,0.9707896764448599
Cefazolin,Conf 20,0.9707198985986835
Sonidegib,Conf 2,0.9707043430468549
Elagolix,Conf 249,0.9706811520231783
Cetyl alcohol,Conf 277,0.9706493018645839
Succinylcholine,Conf 60,0.970646043152688
Picosulfuric acid,Conf 3,0.9705274709514977
Zuclopenthixol,Conf 126,0.9705252312061446
Buspirone,Conf 22,0.9704721447642357
Sitagliptin,Conf 24,0.9704558462287088
Arformoterol,Conf 56,0.9704507794094358
Carteolol,Conf 38,0.9704501306372592
Imatinib,Conf 1,0.9703848325106325
Isopropyl myristate,Conf 30,0.9703804723523335
Dopexamine,Conf 73,0.9703613009539468
Mizolastine,Conf 14,0.9703337597002829
Lumateperone,Conf 1,0.9702552586636356
Flunarizine,Conf 2,0.9702508879261932
Levobunolol,Conf 35,0.9702457771077573
Formoterol,Conf 98,0.9701521148155035
Apalutamide,Conf 2,0.97014403551555
Levomefolic acid,Conf 91,0.9701276043021437
Ivacaftor,Conf 2,0.9701199822227164
Ceritinib,Conf 14,0.970097577544269
Lasmiditan,Conf 22,0.9700840204653564
Ponatinib,Conf 2,0.9700491998361073
Oxiconazole,Conf 50,0.9700421279385439
Cefradine,Conf 15,0.9699980218547237
Penbutolol,Conf 60,0.9699693368535471
Rolapitant,Conf 5,0.9699072981524135
Rosuvastatin,Conf 7,0.9698693745145495
Magnesium gluconate,Conf 67,0.9698566181080126
Phosphatidyl serine,Conf 50,0.9698497694818328
Acemetacin,Conf 15,0.9698155805769105
Olmesartan,Conf 42,0.9698151657907238
Lansoprazole,Conf 9,0.9698086509193553
Buclizine,Conf 4,0.9697547769691278
Flibanserin,Conf 38,0.9697330431380263
Cefditoren,Conf 1,0.9697020829324488
Framycetin,Conf 2,0.9697015654559461
Cefonicid,Conf 30,0.9696651501393266
Cinacalcet,Conf 227,0.9696518473930498
Dinoprostone,Conf 149,0.9696474284660973
Demecarium,Conf 8,0.9696434746025706
Repaglinide,Conf 48,0.9695711133664269
Levobetaxolol,Conf 70,0.9695210278388627
Doxorubicin,Conf 7,0.96947914353203
Valganciclovir,Conf 91,0.9694047093408841
Ambenonium,Conf 57,0.9693910026698647
Propafenone,Conf 43,0.9693736257875891
Cefamandole nafate,Conf 12,0.9693689135418826
Cefprozil,Conf 4,0.9692894811399592
Idebenone,Conf 75,0.9692580637292904
Erlotinib,Conf 25,0.9691944133095748
Sertaconazole,Conf 9,0.9691717108043874
Terazosin,Conf 6,0.969166529832384
Sodium lauryl sulfoacetate,Conf 93,0.969139418879611
Spirapril,Conf 61,0.9691194401862576
Calcitriol,Conf 1,0.9691192043596986
Pexidartinib,Conf 10,0.9689960082233205
Sofosbuvir,Conf 24,0.9689746664638826
Pantoprazole,Conf 20,0.9689463323518291
Selinexor,Conf 164,0.9689427470453988
Fexofenadine,Conf 174,0.968938709492217
Eribulin,Conf 77,0.9688414715896907
Manidipine,Conf 41,0.9687859808200643
Etravirine,Conf 79,0.9687839740033468
Polydatin,Conf 7,0.968780528239115
Gliquidone,Conf 263,0.9686720507774796
Icosapent,Conf 161,0.9686703094326612
Iloprost,Conf 19,0.9686688623031539
Ziprasidone,Conf 7,0.9686594963508208
Cephaloglycin,Conf 5,0.9686215492695246
Hydrocortisone succinate,Conf 39,0.968569108923861
Betrixaban,Conf 12,0.9684976801153136
Pyrvinium,Conf 6,0.9684845631112624
Bicalutamide,Conf 1,0.9683867390008519
Esmolol,Conf 7,0.9683552884749409
Testosterone enanthate,Conf 34,0.9683529697192432
Lurasidone,Conf 4,0.9683352288409057
Afatinib,Conf 48,0.9682865264119739
Doxazosin,Conf 2,0.9682796354244231
Febuxostat,Conf 22,0.9682283809842877
Octinoxate,Conf 104,0.9681818597294483
Eluxadoline,Conf 36,0.9680870229549499
Benperidol,Conf 33,0.967962999852025
Lumacaftor,Conf 28,0.9678758201326353
Brigatinib,Conf 135,0.9678712743136496
Arbutamine,Conf 91,0.9678661894426446
Pancuronium,Conf 96,0.9676334096287247
Timolol,Conf 29,0.9675853343424944
Tetrofosmin,Conf 146,0.9674792846382644
Paromomycin,Conf 13,0.9674262773884424
Irbesartan,Conf 48,0.9673531208738263
Vorapaxar,Conf 12,0.9673343767051678
Labetalol,Conf 123,0.967290341290755
Sultopride,Conf 3,0.9672749833646219
Steviolbioside,Conf 2,0.9672626445300178
Paroxetine,Conf 44,0.9672315641562135
Dibekacin,Conf 42,0.9672272516363754
Aliskiren,Conf 39,0.9672044279660921
Trandolapril,Conf 1,0.9671587051620162
Tipranavir,Conf 7,0.9671207139836241
Fosnetupitant,Conf 26,0.9670847610461751
Nizatidine,Conf 197,0.9670260509528869
Lorpiprazole,Conf 12,0.9667995138851525
Disperse Blue 106,Conf 44,0.9667798842707028
Ibrutinib,Conf 1,0.9667441218212066
Trimetrexate,Conf 27,0.966709416568856
Pemetrexed,Conf 5,0.9666365352007354
Epirubicin,Conf 97,0.9666318393354907
Benzthiazide,Conf 25,0.9665966299355004
"2,2'-Dibenzothiazyl disulfide",Conf 105,0.9665891807979798
Acarbose,Conf 9,0.96658335296312
Dioctyldimonium,Conf 239,0.9665730824165264
Ethanolamine oleate,Conf 117,0.9665678093800575
Pentosan polysulfate,Conf 1,0.9665638962871212
Pipotiazine,Conf 5,0.9665588445227183
Benzethonium,Conf 87,0.966530665591327
Trabectedin,Conf 18,0.9665170908854757
Bosentan,Conf 16,0.9664780332541522
Selexipag,Conf 28,0.9664655998829161
Mezlocillin,Conf 7,0.966463449228256
Testosterone undecanoate,Conf 16,0.9664290204519426
Tretinoin,Conf 41,0.966347946235757
Oxybutynin,Conf 5,0.9663411565107464
Capmatinib,Conf 17,0.9661971222895025
Berberine,Conf 16,0.9661508916659164
Cefotetan,Conf 46,0.9661461940193888
Vernakalant,Conf 84,0.9661364167460986
Ceftolozane,Conf 115,0.9661295094355777
Acebutolol,Conf 62,0.9661037506357263
Sultamicillin,Conf 54,0.966078675860028
Eprosartan,Conf 8,0.9659868611762564
Topotecan,Conf 1,0.9659610466119339
Bisoprolol,Conf 88,0.9658840667558802
Darifenacin,Conf 18,0.9658235749153868
Cefiderocol,Conf 4,0.9658074891772823
Quinapril,Conf 13,0.9657984826944085
Pitavastatin,Conf 3,0.9657704942666874
Iodipamide,Conf 41,0.9657194708145881
Testosterone enantate benzilic acid hydrazone,Conf 106,0.9656814714712496
Alverine,Conf 36,0.9656711900611877
Valsartan,Conf 2,0.965617863263892
Vismodegib,Conf 16,0.9656139566667968
Alprostadil,Conf 40,0.9656037098309475
Unoprostone,Conf 17,0.9655953649482305
Ebastine,Conf 101,0.9655413485593736
Avobenzone,Conf 14,0.965540860002954
Butoconazole,Conf 94,0.9655254581527289
Riociguat,Conf 13,0.9654944075338466
Amodiaquine,Conf 24,0.9654693119817496
Avanafil,Conf 2,0.9654447879968545
Ethylhexyl methoxycrylene,Conf 3,0.9654172102042643
Arzoxifene,Conf 13,0.9653979511840333
Iobitridol,Conf 153,0.9653653086460627
Nicergoline,Conf 141,0.9653073198948565
Almitrine,Conf 133,0.9652615005263185
Artesunate,Conf 20,0.9652451009270215
Tafenoquine,Conf 24,0.9651831082004386
Azilsartan medoxomil,Conf 11,0.9651346122553118
Duvelisib,Conf 87,0.9650661168964265
Abemaciclib,Conf 1,0.9650045739492537
Clomifene,Conf 15,0.9649246809148667
Amsacrine,Conf 67,0.9648889704934714
Benzydamine,Conf 34,0.9648363318274571
Indacaterol,Conf 26,0.9648207470942096
Ceftaroline fosamil,Conf 33,0.9647402973891195
Fusidic acid,Conf 95,0.9647301257156701
Pitolisant,Conf 79,0.9647209638710282
Vinblastine,Conf 37,0.9646499987602005
Cefpirome,Conf 1,0.9646351921860227
Dasabuvir,Conf 24,0.9646278478773603
Prazosin,Conf 15,0.9645646412001633
Cholecalciferol,Conf 4,0.964552425703941
Cefixime,Conf 12,0.9644616158976277
Moexipril,Conf 25,0.9643736296622643
Benzododecinium,Conf 291,0.9643639201103176
Daunorubicin,Conf 4,0.9643332965482483
Trametinib,Conf 141,0.9643112967081869
Vardenafil,Conf 13,0.9642241650117805
Estramustine phosphate,Conf 72,0.9642174369570897
Ergotamine,Conf 11,0.964147746916113
Acetyldigitoxin,Conf 10,0.9641296817796192
Ranitidine,Conf 169,0.9641194887845487
Hydroxyzine,Conf 53,0.96404390730922
Dutasteride,Conf 4,0.9640236827772346
Copanlisib,Conf 14,0.9640063735574542
Etoposide,Conf 20,0.9639112590351032
Brexpiprazole,Conf 55,0.9638915873465334
Metipranolol,Conf 45,0.963786481055852
Viomycin,Conf 36,0.9637744336212635
Dyclonine,Conf 26,0.9637682084065341
Apremilast,Conf 10,0.9637425500597934
Dantrolene,Conf 101,0.9637256142389606
Estrone sulfate,Conf 19,0.9637166880822234
Imidurea,Conf 74,0.9636973712600168
Cefepime,Conf 37,0.9636489082733654
Diosmin,Conf 15,0.9636056197487496
Pheneticillin,Conf 137,0.9636039735883506
Rucaparib,Conf 43,0.9636023489079826
Padimate O,Conf 94,0.9635989284776675
Glasdegib,Conf 7,0.96358478435539
Bepotastine,Conf 87,0.9635679525254577
Hydroxyethyl cellulose,Conf 9,0.9635553562230934
Dapiprazole,Conf 52,0.9635506265602302
Naftifine,Conf 110,0.9635186861819411
Nelfinavir,Conf 77,0.9635135090263612
Cocarboxylase,Conf 55,0.9635057807455368
Zucapsaicin,Conf 171,0.963502845434936
Sulconazole,Conf 8,0.9634820109920923
Phthalylsulfathiazole,Conf 79,0.9634231809604145
Bromocriptine,Conf 12,0.9634015162215975
Upadacitinib,Conf 22,0.9633884555891055
Prasugrel,Conf 208,0.9633004180954031
Bacampicillin,Conf 46,0.9632926182538972
Estramustine,Conf 43,0.9632178208440129
Sildenafil,Conf 29,0.9631620132246487
Dihydro-alpha-ergocryptine,Conf 84,0.9631550906091317
Bictegravir,Conf 10,0.9631315879290656
Lumefantrine,Conf 9,0.9630720869925387
Perazine,Conf 27,0.9630039157724123
Linagliptin,Conf 18,0.9629610598325431
Mitoxantrone,Conf 17,0.9629073950221525
Iron sucrose,Conf 7,0.9628562112658172
Dextrothyroxine,Conf 106,0.9627781624094341
Terizidone,Conf 63,0.9627391761786253
Donepezil,Conf 64,0.9626504412342649
Econazole,Conf 10,0.962535782633733
Permethrin,Conf 72,0.9625331258402279
Lusutrombopag,Conf 55,0.9625074431219013
Latamoxef,Conf 12,0.9624606790984604
DL-alpha-Tocopherol,Conf 305,0.9624451294214026
Fingolimod,Conf 102,0.9624391265747314
Iophendylate,Conf 73,0.9623986587940945
Trypan blue free acid,Conf 2,0.9623759899240039
Fenofibrate,Conf 23,0.9623424570499518
Cefoxitin,Conf 6,0.9622927897935065
Flavin mononucleotide,Conf 26,0.9622189567948759
Tecovirimat,Conf 8,0.9622171523681498
Letermovir,Conf 29,0.962201363844213
Regadenoson,Conf 1,0.9621072443986983
Ribociclib,Conf 12,0.9620904349770932
Amisulpride,Conf 40,0.962077668499717
Lifitegrast,Conf 1,0.9620609160692755
Methyl undecenoyl leucinate,Conf 121,0.962051676700987
Halofantrine,Conf 88,0.9620031090281673
Aztreonam,Conf 26,0.9619908712573263
Glycyrrhizic acid,Conf 36,0.9619709111983111
Trimebutine,Conf 2,0.961923922974046
Raltegravir,Conf 27,0.961889599027305
Famotidine,Conf 238,0.9618243611521398
Bezafibrate,Conf 12,0.9618236970209635
Valbenazine,Conf 2,0.9618117268077796
Ioxaglic acid,Conf 22,0.9617826069886041
Zanubrutinib,Conf 36,0.9617594916806227
Ezogabine,Conf 10,0.9617524007080422
Valaciclovir,Conf 293,0.9617042405977987
Probucol,Conf 87,0.9617005555395741
Lercanidipine,Conf 209,0.961637654620265
Nylidrin,Conf 185,0.9616202436414109
Polythiazide,Conf 28,0.9615835991438838
Meropenem,Conf 48,0.9615830437825327
Gilteritinib,Conf 11,0.9615241244636399
Alfacalcidol,Conf 4,0.9614462800663361
Cyclopenthiazide,Conf 13,0.9613484577003929
Gemifloxacin,Conf 13,0.9613241679542311
Dacomitinib,Conf 4,0.9612555601769905
Lisinopril,Conf 7,0.9612538315151414
Bendroflumethiazide,Conf 103,0.9612415993601734
Pentetic acid,Conf 156,0.9612309203937818
Doripenem,Conf 58,0.9611368974779663
Deferasirox,Conf 10,0.9610456965193991
Rimonabant,Conf 147,0.9610298840746487
Minaprine,Conf 10,0.9609617938625379
Pentoxyverine,Conf 98,0.9609134623491866
Baricitinib,Conf 15,0.9608980152722874
Hydrocortamate,Conf 31,0.9608672787399993
Dapagliflozin,Conf 62,0.9608154231801491
Ferrous gluconate,Conf 73,0.9607994087630137
Cefaclor,Conf 37,0.9607495590289279
Cariprazine,Conf 16,0.9607063244319602
Ceftazidime,Conf 217,0.96063628999805
Butenafine,Conf 37,0.9605654429545292
Oxetacaine,Conf 14,0.9604903245232567
Idarubicin,Conf 127,0.9603751590600422
Propoxycaine,Conf 82,0.9603545104397828
Ixabepilone,Conf 76,0.9603205543292208
Calcium ascorbate,Conf 367,0.9602362938668676
Iopromide,Conf 162,0.9602063793680616
Isotretinoin,Conf 2,0.9601942674438426
Benorilate,Conf 53,0.9600496413666899
Lymecycline,Conf 97,0.9600234855156609
Quinagolide,Conf 2,0.959972143639129
Ramipril,Conf 47,0.9599542566382723
Micronomicin,Conf 7,0.959950818226472
Valrubicin,Conf 71,0.9599222524092615
Linezolid,Conf 2,0.9598880779857685
Cilazapril,Conf 83,0.9598112040926995
Aclidinium,Conf 38,0.9598009358230848
Reserpine,Conf 171,0.9597736703279932
Telithromycin,Conf 29,0.9596884206357692
Fluspirilene,Conf 24,0.9596303212749042
Atazanavir,Conf 1,0.9595956563038545
Iomeprol,Conf 160,0.9594968594404337
Paricalcitol,Conf 64,0.9594910259268838
Belinostat,Conf 71,0.9594555832976933
Methylene blue,Conf 31,0.9594190181331627
Levothyroxine,Conf 12,0.9594082884314323
Parecoxib,Conf 1,0.959386006533293
Sotalol,Conf 125,0.9593434079952524
Eravacycline,Conf 14,0.9593404282902698
Ivosidenib,Conf 176,0.959214437460549
Tazarotene,Conf 4,0.9591439582612657
Roflumilast,Conf 143,0.9590850254627663
Loratadine,Conf 63,0.9590014629461018
Mycophenolic acid,Conf 89,0.9589653434500334
5-O-phosphono-alpha-D-ribofuranosyl diphosphate,Conf 32,0.9589609344690099
Axitinib,Conf 47,0.9588554660986403
Indocyanine green acid form,Conf 16,0.9588538814695874
Practolol,Conf 60,0.958845624896669
Metoprolol,Conf 71,0.9588154169222146
Maraviroc,Conf 171,0.9587545935962275
Tolvaptan,Conf 4,0.9586945285213339
Cannabidiol,Conf 10,0.9586601178025786
Butaperazine,Conf 28,0.9586536870976938
Cimetidine,Conf 98,0.9586237868276625
Cefdinir,Conf 4,0.9585933711200577
Cinoxate,Conf 93,0.9585911526896147
Clofazimine,Conf 35,0.9585337349028743
Levocabastine,Conf 6,0.9585225440024753
Pralatrexate,Conf 125,0.9583626544519027
Fluvastatin,Conf 13,0.9582403637609231
Sodium tetradecyl sulfate,Conf 75,0.958206470645882
Zinc Dibutyldithiocarbamate,Conf 206,0.9581537669970345
Sulindac,Conf 10,0.9580680501912623
Papaverine,Conf 29,0.9580507134208986
Indapamide,Conf 5,0.9579720511665519
Metergoline,Conf 23,0.957926150516297
Lemborexant,Conf 168,0.9578983941582659
Trifarotene,Conf 11,0.9578710460073516
Acalabrutinib,Conf 124,0.9577759765438933
Acrivastine,Conf 26,0.9576216222298812
Ioversol,Conf 30,0.9576014990753119
Beclomethasone dipropionate,Conf 46,0.957601222616033
Ubrogepant,Conf 146,0.9574828783680863
Fluvoxamine,Conf 78,0.9574711337318111
Alvimopan,Conf 58,0.9574517832088211
Retapamulin,Conf 90,0.9574177500488195
Opicapone,Conf 48,0.9573975576379106
Ruxolitinib,Conf 47,0.9573626825689013
Imipenem,Conf 103,0.9573210102473886
Agomelatine,Conf 26,0.9572688292620316
Ceftobiprole,Conf 49,0.95725741494867
Omadacycline,Conf 5,0.9571722525127451
Zolmitriptan,Conf 43,0.9571529394021788
Adapalene,Conf 46,0.9571420708045968
Vinflunine,Conf 2,0.9570194523718919
Tolazamide,Conf 56,0.9570083038819456
Cabazitaxel,Conf 31,0.9569893804097981
Dimetotiazine,Conf 2,0.9569836386279489
Capecitabine,Conf 61,0.9567658424305381
Umeclidinium,Conf 19,0.9565558305568901
Binimetinib,Conf 43,0.9564617803126142
