Drug,Best Conf,Cosine Similarity
Bisoprolol,Conf 21,0.9832189468119698
Argatroban,Conf 10,0.9832116190975893
Avobenzone,Conf 14,0.9831810588430595
Netupitant,Conf 7,0.9831595035419497
Tipranavir,Conf 93,0.98313335073879
Fedratinib,Conf 3,0.9831303692854704
Eprosartan,Conf 8,0.9831101422187029
Cefazolin,Conf 20,0.9830583053049113
Losartan,Conf 50,0.9830293082758184
Hydroxychloroquine,Conf 35,0.9830101949226958
Ivosidenib,Conf 8,0.9829602925518338
Trifarotene,Conf 12,0.9829006437103374
Quetiapine,Conf 20,0.9828938777404819
Conivaptan,Conf 5,0.98287620561658
Unoprostone,Conf 86,0.9828243896388678
Digitoxin,Conf 12,0.9828030565523441
Fosamprenavir,Conf 243,0.9828013134550763
Buclizine,Conf 61,0.9827972993306358
Benzonatate,Conf 1,0.9827938958162534
Selinexor,Conf 129,0.9827697886301388
Pyrvinium,Conf 8,0.98275934662877
Dinoprostone,Conf 149,0.9827551596093207
Magnesium gluconate,Conf 32,0.982731300292127
Alverine,Conf 197,0.9826932463830683
Loperamide,Conf 149,0.982682812173952
Framycetin,Conf 2,0.982672042937581
Lumacaftor,Conf 137,0.9826484175402034
Bromocriptine,Conf 12,0.9826301458641574
Bacampicillin,Conf 20,0.9825990399492343
Phenoxybenzamine,Conf 106,0.9825700523794796
Manidipine,Conf 85,0.9824747755730714
Cinacalcet,Conf 88,0.9824594849186733
Demecarium,Conf 290,0.9824412484357637
Vorapaxar,Conf 12,0.9824354486987573
Duvelisib,Conf 87,0.9823805769958502
Pentetic acid,Conf 37,0.9823678910466119
Isotretinoin,Conf 13,0.9823655633263099
Zucapsaicin,Conf 12,0.9823549965794164
Picosulfuric acid,Conf 3,0.9823112739984499
Glasdegib,Conf 2,0.982253765156236
Sulfoxone,Conf 32,0.9822307269920749
Prasugrel,Conf 208,0.9822169895175622
Iopromide,Conf 12,0.982211937957376
Taurocholic acid,Conf 69,0.9822103991864793
Abemaciclib,Conf 34,0.9821760781003663
Ubrogepant,Conf 146,0.9821572401407682
Acarbose,Conf 5,0.9821375036770458
Papaverine,Conf 29,0.9821185705236206
Iopamidol,Conf 27,0.982007120820348
Testosterone enantate benzilic acid hydrazone,Conf 55,0.9819992148089677
Belinostat,Conf 71,0.9819926363695243
Trimebutine,Conf 26,0.9819513777660668
Dapagliflozin,Conf 24,0.9818751490285849
Omacetaxine mepesuccinate,Conf 4,0.9818594397361766
Cefamandole,Conf 1,0.9818260533509114
Paromomycin,Conf 13,0.9818122132630506
Etravirine,Conf 42,0.9817990868695556
Benfotiamine,Conf 286,0.981790154188123
Neratinib,Conf 1,0.9817853349072696
Mizolastine,Conf 42,0.9817795761428629
Lusutrombopag,Conf 50,0.9817217022416704
Aclidinium,Conf 38,0.9816986899048603
Pivampicillin,Conf 7,0.9816777446709805
Dalfopristin,Conf 31,0.9816316533100639
Aztreonam,Conf 36,0.9816245013499207
Hydroxystilbamidine,Conf 17,0.9816073716061082
Perazine,Conf 27,0.9816029379104168
Ponatinib,Conf 13,0.9816014526990307
Estramustine phosphate,Conf 72,0.9815938393287374
Polythiazide,Conf 12,0.981558581109153
Candesartan cilexetil,Conf 1,0.9814508206989251
Dantrolene,Conf 60,0.9814483575832057
Iloprost,Conf 114,0.9813519206752935
Cefmetazole,Conf 19,0.98132174562404
Carteolol,Conf 38,0.981299881490084
Fingolimod,Conf 42,0.981285604636491
Saquinavir,Conf 18,0.9812569693061467
Dihydro-alpha-ergocryptine,Conf 84,0.9812461900177586
Cariprazine,Conf 3,0.9812084177746471
Fenofibric acid,Conf 31,0.9811904403095126
Betrixaban,Conf 9,0.9811839407722976
Tafenoquine,Conf 24,0.9811699878669174
Zinc Dibutyldithiocarbamate,Conf 206,0.9811684638708286
Reserpine,Conf 96,0.9811320576530176
Econazole,Conf 29,0.9811244533299656
Udenafil,Conf 61,0.9811201238038001
Indinavir,Conf 114,0.9810971037928898
Raltegravir,Conf 56,0.9810709519813374
Minaprine,Conf 11,0.9810459633547135
Penbutolol,Conf 60,0.9810128870060497
Mycophenolic acid,Conf 89,0.9810073404129421
Moclobemide,Conf 64,0.980993782606969
Ziprasidone,Conf 7,0.9809531787957355
Rimonabant,Conf 1,0.9809486692016991
Practolol,Conf 60,0.9809416119096495
Calcifediol,Conf 6,0.9809118879852056
Azlocillin,Conf 35,0.9809072915371807
Triclocarban,Conf 42,0.9809013414992884
Acemetacin,Conf 4,0.9808879608915552
Loratadine,Conf 63,0.980829403567736
Cefradine,Conf 15,0.9807868266712712
Lurasidone,Conf 37,0.9807296178679661
Testosterone enanthate,Conf 34,0.9806754862249566
Viomycin,Conf 6,0.9806651553007565
Capmatinib,Conf 17,0.980662076505437
Lumefantrine,Conf 10,0.9806502987085759
Alprostadil,Conf 121,0.9806198544517198
Lefamulin,Conf 97,0.9806167804942525
Cefixime,Conf 6,0.9805465365104244
Fenoterol,Conf 90,0.9805410295243628
Sofosbuvir,Conf 4,0.9805107403910143
Vinblastine,Conf 39,0.9805093216648694
Valsartan,Conf 2,0.9805055127358466
Masoprocol,Conf 70,0.9804755306993387
Deferasirox,Conf 11,0.9804691071018499
Levothyroxine,Conf 28,0.9804507030419092
Amiloxate,Conf 62,0.9804297653154813
Cefpiramide,Conf 3,0.9804195088370974
Cefoperazone,Conf 4,0.9804137616926248
Hexetidine,Conf 12,0.980391629505014
Phthalylsulfathiazole,Conf 79,0.98030031679014
Succinylcholine,Conf 74,0.980292799587492
Roflumilast,Conf 46,0.9802790174902254
Sulpiride,Conf 12,0.9802688533173979
Famotidine,Conf 147,0.980251389580567
Atorvastatin,Conf 1,0.9802109480163355
Dacomitinib,Conf 4,0.9801271561509203
Regadenoson,Conf 92,0.98010973048519
Misoprostol,Conf 61,0.9800785304240794
Mannitol busulfan,Conf 66,0.9800599982739236
Lymecycline,Conf 4,0.9800097662722739
Metoprolol,Conf 97,0.9800084720286811
Sildenafil,Conf 17,0.9799358706835873
Cefonicid,Conf 4,0.9799321188519289
Bosentan,Conf 16,0.9799279500671262
Estramustine,Conf 37,0.97988251183984
Clarithromycin,Conf 67,0.9798776962367456
Polydatin,Conf 36,0.9798377131995858
Iron sucrose,Conf 7,0.9798248900278369
Nicardipine,Conf 67,0.9798192817930278
"2,2'-Dibenzothiazyl disulfide",Conf 26,0.9797603447581994
Steviolbioside,Conf 2,0.9796990729602251
Flavoxate,Conf 15,0.9796988122863801
Acetophenazine,Conf 13,0.9796870776378197
Testosterone cypionate,Conf 7,0.9796841521051155
Cephaloglycin,Conf 41,0.97967622497827
Dibekacin,Conf 42,0.9796740405672675
Sulindac,Conf 12,0.979645449435176
Metipranolol,Conf 44,0.9795999698888154
Doxorubicin,Conf 7,0.9795766382372457
Niraparib,Conf 11,0.9795322179346893
Beclomethasone dipropionate,Conf 4,0.9794824817157264
Lisdexamfetamine,Conf 212,0.979468491191817
Sulconazole,Conf 23,0.9794408282417032
Cefdinir,Conf 2,0.9794406657273134
Sulfabenzamide,Conf 38,0.9794206310047945
Ceftazidime,Conf 2,0.9794190488560098
Ibrutinib,Conf 30,0.979399671747166
Fexofenadine,Conf 174,0.9793712741328359
Amsacrine,Conf 18,0.9793646189093698
Gilteritinib,Conf 11,0.9793637620804212
Clomifene,Conf 15,0.9793451993872277
Ruxolitinib,Conf 47,0.9792550760109772
Nylidrin,Conf 185,0.9792485135596388
Teniposide,Conf 97,0.9791746088784434
Acrivastine,Conf 26,0.979158945495506
Apremilast,Conf 10,0.9791278421942515
Zolmitriptan,Conf 43,0.9790993104206045
Glycyrrhizic acid,Conf 36,0.9790909266096384
Elvitegravir,Conf 23,0.9790553559243875
Cefepime,Conf 7,0.9790368694937251
Carindacillin,Conf 163,0.9790231789550347
Diosmin,Conf 1,0.9790094359903283
Probucol,Conf 42,0.9790047127651869
Flavin mononucleotide,Conf 32,0.9789024228103441
Vardenafil,Conf 68,0.9788701269873938
Ferrous gluconate,Conf 130,0.9787369544810434
"Sodium 1,2-Dipalmitoyl-sn-glycero-3-phospho-(1'-rac-glycerol)",Conf 1,0.9787337981461767
Naratriptan,Conf 23,0.978697264748807
Hydrocortamate,Conf 34,0.9786305163382432
Oxamniquine,Conf 2,0.9786234739792335
Cefotiam,Conf 36,0.978532711957303
Atenolol,Conf 51,0.9785281499130245
Ramipril,Conf 78,0.9785078690121835
Bromfenac,Conf 41,0.9783978422399782
Erlotinib,Conf 25,0.9783499620169583
Gemifloxacin,Conf 93,0.9782951322389148
Telithromycin,Conf 46,0.9782576656594928
Flavin adenine dinucleotide,Conf 4,0.9782481996628031
Cefaclor,Conf 11,0.9782190908879881
Ceftizoxime,Conf 44,0.9781371556575438
Sulfinpyrazone,Conf 17,0.9780930012267707
Olsalazine,Conf 76,0.9780814788330131
Rocuronium,Conf 63,0.9780452373197437
Ceftolozane,Conf 115,0.977905424193849
Retapamulin,Conf 50,0.9778948434370994
Bendroflumethiazide,Conf 103,0.9778724672521177
Parecoxib,Conf 1,0.9778481763724347
Lodoxamide,Conf 38,0.9778360671254398
Voxelotor,Conf 91,0.9778331700496663
Valrubicin,Conf 27,0.9778220353073621
Perindopril,Conf 23,0.9778194923991573
Oxybutynin,Conf 7,0.9777083672370425
Triclabendazole,Conf 32,0.9776945686076534
Calcitriol,Conf 1,0.9776894522595997
Metergoline,Conf 13,0.9776537572891807
Cefpirome,Conf 13,0.9776330768757489
Propranolol,Conf 41,0.9776066681490309
Copanlisib,Conf 6,0.9775705374251782
Cefamandole nafate,Conf 12,0.9775538969629434
Azelastine,Conf 74,0.9775476148176041
Dutasteride,Conf 9,0.9775383143372058
Dicyclomine,Conf 37,0.9775225177248342
Estrone sulfate,Conf 19,0.977516854092712
Ozenoxacin,Conf 2,0.9775134011735717
Maraviroc,Conf 49,0.9775102948134413
Fenofibrate,Conf 19,0.9774714318147273
Dipivefrin,Conf 69,0.9774636127756643
Sulfaphenazole,Conf 47,0.9774477421317487
Larotrectinib,Conf 86,0.9774358336661014
Dinoprost,Conf 76,0.9774319250415279
Iobitridol,Conf 133,0.9773845623038093
Propoxycaine,Conf 61,0.9772890812550078
Pipecuronium,Conf 133,0.9772636934607895
Cinoxate,Conf 93,0.9772627105025213
Loxoprofen,Conf 40,0.9772456710191677
Daunorubicin,Conf 4,0.9772432612212909
Fosnetupitant,Conf 2,0.9772395108669232
Meropenem,Conf 23,0.9772387943156444
Cyclopenthiazide,Conf 13,0.9772199193626541
Chloroprocaine,Conf 136,0.977169507941291
Terizidone,Conf 63,0.9771650197316993
Fluphenazine,Conf 18,0.9771566783686416
Epirubicin,Conf 89,0.9771430755372658
Oxetacaine,Conf 14,0.9771197587705672
Pancuronium,Conf 96,0.9770904715373151
Oxacillin,Conf 28,0.9770762342397807
Alfacalcidol,Conf 8,0.9770690108160485
Halofantrine,Conf 146,0.9770593242652179
Brigatinib,Conf 11,0.976984207030964
Diroximel fumarate,Conf 154,0.9769424259399744
Lornoxicam,Conf 17,0.9769372937518804
