Drug,Best Conf,Cosine Similarity
Trypan blue free acid,Conf 2,0.9146544151975999
Atazanavir,Conf 32,0.914539872940598
Dihydroergocristine,Conf 42,0.9137366077066404
Orlistat,Conf 131,0.9132417901301088
Ioxaglic acid,Conf 22,0.9130131240827088
Macimorelin,Conf 2,0.9128947521095617
Thonzonium,Conf 8,0.9127540691399497
Ketoconazole,Conf 2,0.9122129656542646
Octinoxate,Conf 79,0.9118653380993909
Latanoprost,Conf 162,0.9117360438372368
Oftasceine,Conf 4,0.9113480285820553
Calcium glucoheptonate,Conf 320,0.9113121333184444
DL-dimyristoylphosphatidylglycerol,Conf 6,0.9110110190418244
Ferrous gluconate,Conf 73,0.9108103961268138
Acemetacin,Conf 15,0.9107792754971971
Netarsudil,Conf 15,0.9106047830019959
Benzonatate,Conf 7,0.9105537407644063
Indocyanine green acid form,Conf 16,0.9104770349169331
Risperidone,Conf 9,0.9104141157081115
Glutathione disulfide,Conf 32,0.9104058259844683
Antrafenine,Conf 122,0.9103166121172528
Lapatinib,Conf 128,0.9102773192109886
Naloxegol,Conf 18,0.9099293343336042
Vemurafenib,Conf 51,0.9097448114528773
Vandetanib,Conf 13,0.9096529338967958
Benzethonium,Conf 50,0.9091599640230252
Eliglustat,Conf 177,0.9091010714801795
Pimozide,Conf 6,0.909076969286133
Polydatin,Conf 4,0.9090414077912679
Trimethobenzamide,Conf 34,0.9090343876912836
Vilazodone,Conf 55,0.908935237685227
Ceforanide,Conf 2,0.9088258299175193
Arzoxifene,Conf 44,0.9086311529380079
Cobicistat,Conf 5,0.9086119193829818
Trimetrexate,Conf 40,0.9084527198840308
Aripiprazole lauroxil,Conf 13,0.9083343075744108
Zafirlukast,Conf 36,0.9082457721066998
Dasabuvir,Conf 24,0.9082319210941399
Leucovorin,Conf 35,0.9079578770917857
Raloxifene,Conf 6,0.9078118610354046
Dopexamine,Conf 257,0.9076648919472555
Tezacaftor,Conf 1,0.9076136087054815
Letermovir,Conf 29,0.9075706127747705
Magnesium gluconate,Conf 146,0.9073821531969917
Cabozantinib,Conf 1,0.907321227786907
Fulvestrant,Conf 145,0.9072721504815935
Steviolbioside,Conf 44,0.9072502571857238
Ceritinib,Conf 3,0.9071983686758353
Darunavir,Conf 331,0.9071811918318256
Carboprost tromethamine,Conf 31,0.9071107439509632
Panobinostat,Conf 4,0.9069840947915666
Hydroxyethyl cellulose,Conf 11,0.9066555573012386
Tenofovir alafenamide,Conf 5,0.906618145211135
Paliperidone,Conf 9,0.9065205844067443
Eluxadoline,Conf 36,0.9062971388650682
Cefradine,Conf 15,0.9060718690750628
Buclizine,Conf 8,0.9059249387648252
Enasidenib,Conf 34,0.9057973279376086
Florbetapir (18F),Conf 21,0.9056613642886865
Celiprolol,Conf 24,0.9056292689376558
Ibutilide,Conf 179,0.9054609771726595
Lopinavir,Conf 3,0.9054222081039497
Salmeterol,Conf 17,0.9053474479190597
Levobetaxolol,Conf 4,0.9052691238154429
Ponatinib,Conf 2,0.9051361389508443
Rosuvastatin,Conf 61,0.9050891982182272
Bimatoprost,Conf 19,0.9048554419783679
Eltrombopag,Conf 21,0.9048509115645248
Levoleucovorin,Conf 3,0.9048001463991787
Vincristine,Conf 10,0.9047520227980805
Cromoglicic acid,Conf 48,0.9046898894053242
Lapyrium,Conf 110,0.9044067902129668
Citalopram,Conf 11,0.9042427047895961
Rilpivirine,Conf 7,0.904149072313266
Lomitapide,Conf 113,0.9041018715500561
Iloperidone,Conf 11,0.9037849099526407
Flunarizine,Conf 128,0.9037534086776137
Mebeverine,Conf 365,0.9037252181514677
Revefenacin,Conf 96,0.903500567638519
Cefoperazone,Conf 26,0.9034887127037926
Nicardipine,Conf 168,0.9033493849229299
Pinaverium,Conf 36,0.9030829990376507
Gallamine triethiodide,Conf 143,0.9030569764240369
Lisinopril,Conf 25,0.9029299651634549
Adefovir dipivoxil,Conf 17,0.902860302553732
Glimepiride,Conf 12,0.9026064593083069
Neratinib,Conf 20,0.9025158796144241
Amiodarone,Conf 63,0.9024485750229683
Lidoflazine,Conf 12,0.9019592599371224
Udenafil,Conf 73,0.9019440869090212
Benazepril,Conf 8,0.9018258936473258
Formoterol,Conf 305,0.9014859456650817
Pegvaliase,Conf 27,0.9012544238178061
Encorafenib,Conf 69,0.9011978238193252
Docusate,Conf 87,0.9011482152246391
Dabrafenib,Conf 10,0.9007637991328875
NADH,Conf 28,0.9007397222004466
Nebivolol,Conf 151,0.9004710546304303
Betiatide,Conf 85,0.9004184685458666
Fostamatinib,Conf 6,0.9002111526940728
Empagliflozin,Conf 52,0.9000667251965142
Oxiconazole,Conf 56,0.9000328792365134
Levomefolic acid,Conf 51,0.8999268530013659
Fursultiamine,Conf 35,0.89992119942587
Cefpiramide,Conf 6,0.899919582198623
Levobunolol,Conf 35,0.8997925449287834
Selexipag,Conf 233,0.8996335180260218
Pazopanib,Conf 79,0.899532803311532
Teniposide,Conf 4,0.8995246532658809
Demecarium,Conf 3,0.8993089978920187
Cefamandole nafate,Conf 18,0.8993031917726564
Docosanol,Conf 101,0.8992585738995441
Olmesartan,Conf 42,0.8991741443400895
Regorafenib,Conf 2,0.8990656652378559
Sorafenib,Conf 4,0.8990163702253856
Benfotiamine,Conf 25,0.8990105329363869
Cetalkonium,Conf 61,0.8989326437937725
Sultamicillin,Conf 15,0.8987505277428839
Candesartan cilexetil,Conf 8,0.8987182354513858
Mezlocillin,Conf 167,0.8986481509008893
Dabigatran etexilate,Conf 14,0.898475276224653
Rabeprazole,Conf 5,0.8984139414463576
Glipizide,Conf 61,0.8983814490449145
Sacubitril,Conf 7,0.8982777932781976
Betaxolol,Conf 8,0.8982726985218934
Delamanid,Conf 154,0.8982238402705679
Mitoxantrone,Conf 4,0.8981161517587705
Cefuroxime,Conf 125,0.8980249427939213
Sofosbuvir,Conf 22,0.8979672909391251
Acetyldigitoxin,Conf 18,0.8977698145817317
Maraviroc,Conf 13,0.8977557612221874
Hydroxychloroquine,Conf 71,0.8977538548109865
Cefmenoxime,Conf 7,0.897629444639313
Glycyrrhizic acid,Conf 54,0.897573501412694
Azilsartan medoxomil,Conf 256,0.8975045950155054
Cefotiam,Conf 9,0.8974011716927104
Pentetic acid,Conf 54,0.897378003107161
Esomeprazole,Conf 35,0.8972782464973964
Iobenguane sulfate I-123,Conf 39,0.8972613167910857
Testosterone undecanoate,Conf 53,0.896946409239439
Vinflunine,Conf 13,0.8969463253000841
Bazedoxifene,Conf 19,0.8968310419161241
Cefpirome,Conf 1,0.8964386393683982
Ivabradine,Conf 8,0.8964202648130679
Cilostazol,Conf 126,0.8963212952369725
Unoprostone,Conf 17,0.8963116959675628
Cetirizine,Conf 11,0.8962336668162555
Valsartan,Conf 3,0.8960974797816773
Framycetin,Conf 219,0.895986375974272
Cefiderocol,Conf 6,0.8959829333964501
Sulfasalazine,Conf 4,0.8959413219117804
Dasatinib,Conf 36,0.8958302655587616
Vinorelbine,Conf 26,0.8957864532538061
Haloperidol,Conf 28,0.8956772837066934
Osimertinib,Conf 65,0.8955805228842532
Flavin adenine dinucleotide,Conf 27,0.8954847284203693
Treprostinil,Conf 14,0.8954418329138328
Bepotastine,Conf 99,0.8953672342416331
Misoprostol,Conf 2,0.8951481782770581
Nintedanib,Conf 3,0.8948914329903516
Amprenavir,Conf 15,0.894880245524334
Gliquidone,Conf 73,0.8947642631228778
Gamolenic acid,Conf 121,0.8947465109461414
Carvedilol,Conf 28,0.8946332340504792
Pivmecillinam,Conf 1,0.8945111248396465
Cefamandole,Conf 18,0.8944378510480795
Phosphatidyl serine,Conf 40,0.8944342174617094
Phylloquinone,Conf 152,0.8943481268910629
Argatroban,Conf 73,0.8943398040272962
Nelfinavir,Conf 255,0.8940677992644263
Tretinoin,Conf 41,0.8940660436734791
Epoprostenol,Conf 27,0.8939772985968926
Ebastine,Conf 21,0.8937875268325968
Propafenone,Conf 43,0.8937643656291384
Icosapent ethyl,Conf 13,0.8937565125162751
Mycophenolate mofetil,Conf 50,0.8933552301902296
Lurasidone,Conf 24,0.8932475751445216
Aliskiren,Conf 27,0.8932043128682512
Ceftizoxime,Conf 50,0.8931331279429809
Lacidipine,Conf 49,0.8930708483015014
Dinoprostone,Conf 46,0.8930351581047193
Pioglitazone,Conf 115,0.8929531742049847
Pimavanserin,Conf 41,0.892858516051602
Cannabidiol,Conf 29,0.8928041975449892
Tafenoquine,Conf 2,0.8927532912049368
Testosterone cypionate,Conf 21,0.8927424464163131
Zofenopril,Conf 5,0.8926447831464106
Hexobendine,Conf 2,0.892603447314947
Testosterone enantate benzilic acid hydrazone,Conf 48,0.8925044839500941
Ticagrelor,Conf 124,0.8924488003601767
Dimenhydrinate,Conf 59,0.8924248829560026
Acarbose,Conf 53,0.892399085705318
Ramipril,Conf 62,0.8923593100607244
Indinavir,Conf 132,0.8923213972388985
Dequalinium,Conf 7,0.8922773664066782
Methotrexate,Conf 25,0.8922658041647025
Valganciclovir,Conf 65,0.8922299241584606
Dibekacin,Conf 42,0.8921849645283562
Bilastine,Conf 11,0.8921835303492442
Reserpine,Conf 17,0.8921457313639963
Rimonabant,Conf 147,0.8920719403051318
Cinnarizine,Conf 51,0.891951864204368
Baricitinib,Conf 15,0.8918040454292832
Florbetaben (18F),Conf 26,0.8917757562607705
Zanubrutinib,Conf 36,0.8912893460611385
Butoconazole,Conf 49,0.8911655269884596
Stearic acid,Conf 172,0.8908917205132818
Adapalene,Conf 3,0.8908434026849594
Verapamil,Conf 53,0.8906734262162315
Silodosin,Conf 1,0.890592240645268
Epicriptine,Conf 2,0.8905050713103858
Copper gluconate,Conf 241,0.8902751607110714
Apremilast,Conf 104,0.8902641022545568
Cetrimonium,Conf 42,0.8900934499023143
Decamethonium,Conf 51,0.8899838032185723
Curcumin,Conf 46,0.8898145167131521
Vilanterol,Conf 24,0.8898009148615583
alpha-Linolenic acid,Conf 62,0.8896957636473031
Canagliflozin,Conf 47,0.8895758175155573
Ibrutinib,Conf 10,0.8895312170431294
Drotaverine,Conf 14,0.8894829208759117
Quinagolide,Conf 15,0.8894742686572124
Isotretinoin,Conf 50,0.8894721836720478
Ethanolamine oleate,Conf 21,0.8893385278079334
Zucapsaicin,Conf 93,0.8893211804814168
Halofantrine,Conf 71,0.8892245732737448
Labetalol,Conf 42,0.889119116607171
Elagolix,Conf 249,0.8891119197181363
Chloramphenicol succinate,Conf 51,0.8891044677211616
Imatinib,Conf 20,0.8890610449275292
Manganese gluconate,Conf 18,0.8887671176081235
Docetaxel,Conf 2,0.8887128442021299
Alpelisib,Conf 2,0.8887115744852689
Raltitrexed,Conf 61,0.8886842529590048
Avanafil,Conf 14,0.8886216580844
Piperacillin,Conf 8,0.8885624009953144
Calcifediol,Conf 1,0.8885585015965559
Lumefantrine,Conf 9,0.8885173622809349
Axitinib,Conf 1,0.8884679874340361
Carteolol,Conf 38,0.888182232863222
Gilteritinib,Conf 13,0.88811924436829
Brigatinib,Conf 13,0.8880143198751691
Vardenafil,Conf 84,0.8877305029714117
Digoxin,Conf 13,0.887719144411637
Linagliptin,Conf 52,0.887542504505733
Sunitinib,Conf 65,0.887522233170097
Tirofiban,Conf 41,0.8872227344848308
Xamoterol,Conf 167,0.8871827282465569
Azithromycin,Conf 10,0.8871820612275592
Alprostadil,Conf 32,0.8871788220340507
Conivaptan,Conf 5,0.8871306891993272
Brexpiprazole,Conf 112,0.8870500491821667
Rivaroxaban,Conf 13,0.8870337596913898
Cefotaxime,Conf 152,0.8869643232931032
Bisphenol A diglycidyl ether,Conf 29,0.8869599992385107
Pentagastrin,Conf 1,0.8868882967615557
Cefepime,Conf 22,0.8868000714665434
Trandolapril,Conf 1,0.8867767176515688
Tamsulosin,Conf 6,0.8867547883563616
Fluphenazine,Conf 3,0.8867466862498449
Ceftaroline fosamil,Conf 33,0.8867067009459032
Tedizolid phosphate,Conf 2,0.8866654327193342
Copanlisib,Conf 14,0.8866055403747355
Ribostamycin,Conf 6,0.8864400731367761
Ixabepilone,Conf 13,0.8864397172799989
Epirubicin,Conf 1,0.8863790375655691
Pyrvinium,Conf 49,0.8863679213098375
Retapamulin,Conf 90,0.8863440909840569
Perphenazine,Conf 5,0.8863362958811607
Erlotinib,Conf 8,0.8862811283455606
Vismodegib,Conf 5,0.8862151754060402
Dexamethasone metasulfobenzoate,Conf 23,0.8861849676154593
Tetrofosmin,Conf 146,0.8861790028719653
Aprepitant,Conf 19,0.8861768881614221
Oxybutynin,Conf 38,0.8859742508774232
Methyl undecenoyl leucinate,Conf 200,0.8859706910728078
Diosmin,Conf 10,0.8859694443421358
Nizatidine,Conf 14,0.8858689580304853
Metergoline,Conf 23,0.8857472521689007
Oxetacaine,Conf 66,0.8856102352022269
Lubiprostone,Conf 59,0.8855959403202985
Imidurea,Conf 3,0.8853747307632754
Hydroxyprogesterone caproate,Conf 126,0.8852862334238258
Fedratinib,Conf 55,0.885283208513427
Vernakalant,Conf 12,0.8850962384346392
Pentosan polysulfate,Conf 142,0.8850765728323091
Ranitidine,Conf 5,0.8850519340059987
Artesunate,Conf 20,0.8849014263170527
Diethylamino hydroxybenzoyl hexyl benzoate,Conf 20,0.8848741661498625
Hydroxyzine,Conf 32,0.8847865434470028
Etofamide,Conf 29,0.884726415448769
Dutasteride,Conf 4,0.8845436343714872
Donepezil,Conf 15,0.8844626998853129
Arformoterol,Conf 105,0.8842484755240643
Nimodipine,Conf 34,0.8841904104808337
Elexacaftor,Conf 9,0.8841029982071026
Vinblastine,Conf 9,0.8841014066800676
Ergotamine,Conf 11,0.8840920503777668
Estrone sulfate,Conf 9,0.8839279879912677
Ademetionine,Conf 61,0.8839170024996689
Loperamide,Conf 32,0.8838551256178999
Tipranavir,Conf 48,0.8838228371323903
Probucol,Conf 150,0.8838212940185691
Amsacrine,Conf 8,0.8837231912014346
Almitrine,Conf 208,0.8836914232137922
Benzododecinium,Conf 198,0.8836843937338773
Calcitriol,Conf 1,0.8835722190558036
Roflumilast,Conf 78,0.8835696438172003
Estramustine phosphate,Conf 99,0.8834238293888025
Domiphen,Conf 34,0.8833429920239392
Dipivefrin,Conf 12,0.8832759987573812
Doravirine,Conf 2,0.8832759113798739
Alfuzosin,Conf 72,0.8832083799327448
Levocabastine,Conf 34,0.8830194124957657
Sonidegib,Conf 5,0.8830150199707596
Repaglinide,Conf 15,0.8829874816338699
Rutin,Conf 12,0.8828886755343982
Dexlansoprazole,Conf 7,0.8828248759457062
Cilastatin,Conf 240,0.882570134261662
Darolutamide,Conf 60,0.8822097468330097
Trifluoperazine,Conf 3,0.8821790233177864
Valbenazine,Conf 5,0.8821129103432078
Idebenone,Conf 231,0.8820603284362113
Lemborexant,Conf 31,0.8820560768702158
Citicoline,Conf 34,0.8819785387309443
Aripiprazole,Conf 27,0.881915709777382
Fosaprepitant,Conf 5,0.8818887424525325
Telmisartan,Conf 25,0.8818672817343495
Iodipamide,Conf 145,0.8818575376054975
Trazodone,Conf 32,0.881803487681539
Ezetimibe,Conf 174,0.8817414979271765
Olodaterol,Conf 53,0.8816470957218058
Mizolastine,Conf 137,0.8815272535963031
Aclidinium,Conf 29,0.8814389227661211
Piritramide,Conf 27,0.8813407457907544
Macitentan,Conf 15,0.8812287404371504
Penbutolol,Conf 60,0.8811887573098831
Idarubicin,Conf 127,0.8811726736401116
Ertugliflozin,Conf 1,0.88112482844108
Netilmicin,Conf 7,0.8810882842292979
Levosimendan,Conf 20,0.8810705640179168
Quinapril,Conf 141,0.8810568701419061
Lenvatinib,Conf 42,0.8809640032342351
Pipotiazine,Conf 5,0.8808892215003822
Chenodeoxycholic acid,Conf 19,0.880748840472054
Alverine,Conf 193,0.8807345492022751
Bezafibrate,Conf 20,0.8806857460022843
Aztreonam,Conf 19,0.8804220161221706
"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine",Conf 19,0.8801547414860152
Atorvastatin,Conf 86,0.8801235849512347
Pravastatin,Conf 25,0.8799860754727857
Ivosidenib,Conf 26,0.8798867086399886
Sitagliptin,Conf 13,0.879854207405338
Pitavastatin,Conf 3,0.8798185612276308
Arbutamine,Conf 250,0.8798019825748545
Buspirone,Conf 22,0.8797964748106586
Acebutolol,Conf 1,0.8797876486059947
Trimipramine,Conf 5,0.87969870284317
Dipyridamole,Conf 3,0.8796496965017601
Sodium lauryl sulfoacetate,Conf 179,0.8796334348896527
Ceftibuten,Conf 6,0.8796151723343796
Erdafitinib,Conf 8,0.8795464346925254
Icosapent,Conf 111,0.8795302516667544
Ribociclib,Conf 37,0.8794962898440285
Sildenafil,Conf 29,0.8794055894809024
Pramiracetam,Conf 52,0.8793794991280383
Dolutegravir,Conf 14,0.8792564239346006
Pancuronium,Conf 96,0.8792314215229575
Simeprevir,Conf 40,0.8791406340883051
Abemaciclib,Conf 48,0.8790627138668095
Rosiglitazone,Conf 68,0.8790425712999367
Prasugrel,Conf 33,0.8789654847911011
Zuclopenthixol,Conf 126,0.8789589051081691
Disperse Blue 106,Conf 24,0.8788965534973836
Methantheline,Conf 55,0.8788744032891382
Sufentanil,Conf 7,0.8788376643844185
Amlodipine,Conf 106,0.8787231807338898
Bicisate,Conf 93,0.8786035856027813
Deslanoside,Conf 25,0.8785512407788173
Ecamsule,Conf 94,0.87854834420262
Acetophenazine,Conf 2,0.8784677498117083
Pretomanid,Conf 8,0.8784264605476798
Bisoprolol,Conf 42,0.8782769513352964
Crizotinib,Conf 109,0.87818853837104
Ezogabine,Conf 75,0.8781862384719845
Valrubicin,Conf 108,0.8781610067588946
Fluticasone propionate,Conf 45,0.8781216773607131
Eprosartan,Conf 8,0.8780863542743033
Etoposide,Conf 20,0.8780669096885156
Spirapril,Conf 244,0.8779538248327938
Bifonazole,Conf 38,0.8779090906263003
Pirenzepine,Conf 20,0.8779025911786555
Sulconazole,Conf 80,0.8778940840167472
Isoconazole,Conf 2,0.8777779930902161
Bromocriptine,Conf 30,0.877750635066521
Nilvadipine,Conf 4,0.8777446092284096
Elvitegravir,Conf 37,0.8776637626002375
DL-alpha-Tocopherol,Conf 1,0.8775582200995691
Rupatadine,Conf 107,0.8774725598508062
Linoleic acid,Conf 231,0.8773458853179409
Hydrocortisone succinate,Conf 39,0.8771220541759271
Imipenem,Conf 41,0.8769861418033491
Pentamidine,Conf 9,0.8768862294066565
Oxyphenonium,Conf 28,0.876829734181034
Cilazapril,Conf 38,0.8768128692933213
Bromperidol,Conf 83,0.8768066806164707
Omacetaxine mepesuccinate,Conf 204,0.876797787741708
Doxazosin,Conf 2,0.8767639056401237
Pantoprazole,Conf 20,0.8766654884806309
Acitretin,Conf 31,0.8766476369265769
Enoxacin,Conf 86,0.8766474250462292
Clofazimine,Conf 25,0.8766272488469241
Gefitinib,Conf 46,0.8765733920461224
Sertaconazole,Conf 39,0.8765624538058804
Meclizine,Conf 9,0.8765507261332502
Sultopride,Conf 35,0.876476819561688
Ethylhexyl methoxycrylene,Conf 151,0.8763627388373216
Palbociclib,Conf 15,0.8763473093268132
Iloprost,Conf 81,0.8762428186036316
Cariprazine,Conf 11,0.876228851787116
Chloroprocaine,Conf 81,0.8762198698156479
Doxercalciferol,Conf 89,0.876131370425944
Rolapitant,Conf 42,0.8759889186248736
Sulfoxone,Conf 7,0.8759643182771445
Paromomycin,Conf 63,0.8759625637706218
Netupitant,Conf 35,0.8759166200037826
Nylidrin,Conf 128,0.875906414048946
Isopropyl myristate,Conf 30,0.8758055133460872
Afatinib,Conf 48,0.8756210264277314
Eribulin,Conf 50,0.8755079315465528
Dioctyldimonium,Conf 19,0.8754187430215324
Tedizolid,Conf 2,0.8753517228225492
Linezolid,Conf 10,0.8752682216308999
Cefaclor,Conf 37,0.8752373967933293
Cefditoren,Conf 7,0.8751319897865376
Iophendylate,Conf 73,0.8750878302049092
Larotrectinib,Conf 14,0.8749705894255955
Zinc Dibutyldithiocarbamate,Conf 78,0.8749683666189518
Lumacaftor,Conf 5,0.8749620229665837
Difluprednate,Conf 27,0.8749131637868883
Dacomitinib,Conf 49,0.8748912516493599
Troleandomycin,Conf 1,0.8748315579610407
Dextrothyroxine,Conf 12,0.8746896697180084
Vecuronium,Conf 114,0.8745537969763091
Tiagabine,Conf 117,0.8744825132765688
Esmolol,Conf 6,0.8743992910594478
Ziprasidone,Conf 238,0.8743602842681717
Iopamidol,Conf 142,0.8743399423493936
Capecitabine,Conf 61,0.8742858199157459
Duvelisib,Conf 19,0.8742154056413719
Tobramycin,Conf 172,0.8741332153251287
Taurocholic acid,Conf 69,0.8741064372965506
Berberine,Conf 9,0.8740518448050143
Capsaicin,Conf 256,0.8739667774457128
Levothyroxine,Conf 12,0.8738576593975226
Propiomazine,Conf 5,0.8737944075030992
Betrixaban,Conf 29,0.8737264879618837
Sodium lauryl sulfate,Conf 131,0.8736667782552897
Lansoprazole,Conf 145,0.8735118545864395
Acrivastine,Conf 11,0.8733652773388528
Palmitic Acid,Conf 131,0.8733046217447726
Cholecalciferol,Conf 1,0.873282390400416
Diacerein,Conf 6,0.8732823258391457
Fexofenadine,Conf 8,0.87326362444876
Deferasirox,Conf 12,0.8731306258547843
Benperidol,Conf 53,0.8729221126316385
Cyclopenthiazide,Conf 11,0.8728517549130006
Dihydro-alpha-ergocryptine,Conf 10,0.8728498392924098
Ceftazidime,Conf 31,0.8728197067829747
Telithromycin,Conf 34,0.8728035924803601
Bendamustine,Conf 22,0.8727889605152251
Isoxaflutole,Conf 2,0.8727581363617559
Demeclocycline,Conf 1,0.8727437045513962
Protirelin,Conf 64,0.8727112639269196
Dantrolene,Conf 3,0.872540771577457
Alvimopan,Conf 17,0.8721351301827347
Cinacalcet,Conf 184,0.8720545299427295
Oxybuprocaine,Conf 152,0.8719874461124014
Delafloxacin,Conf 2,0.8718594623849096
Succinylcholine,Conf 60,0.871785151039693
Bacampicillin,Conf 46,0.871761113528408
Moexipril,Conf 67,0.8716733852565857
Fenofibrate,Conf 17,0.8713572107506765
Pheneticillin,Conf 16,0.871232591381559
Bosentan,Conf 2,0.8712280386639817
Amodiaquine,Conf 53,0.8712075501692
Triazolam,Conf 11,0.8711946323575179
Diloxanide furoate,Conf 81,0.8710159848093231
Cefixime,Conf 12,0.8708556355568826
Dolasetron,Conf 22,0.8708528192321102
Ropivacaine,Conf 19,0.870800565674594
Perazine,Conf 43,0.8707746901588201
Estramustine,Conf 6,0.8707170910200104
Lisdexamfetamine,Conf 191,0.8706962212679583
Valaciclovir,Conf 4,0.8705228482980063
Cefotetan,Conf 22,0.8704937931824073
Doxorubicin,Conf 23,0.8704784806283455
Dapiprazole,Conf 101,0.8704631515531073
Cefprozil,Conf 60,0.8704607791757106
Glutathione,Conf 100,0.8704531242240995
Pralatrexate,Conf 207,0.8704430579462378
Apalutamide,Conf 2,0.8704095057986079
Fosnetupitant,Conf 82,0.8703655960260593
Fluvastatin,Conf 14,0.8700201840421498
Cefazolin,Conf 59,0.8700147438660877
Cabazitaxel,Conf 12,0.8699121097461112
Flavoxate,Conf 2,0.8699053709538082
Raltegravir,Conf 26,0.8698939735765177
Etoricoxib,Conf 14,0.8697717312841196
Zopiclone,Conf 4,0.8696549806666426
Fluspirilene,Conf 17,0.8696375733930277
Viomycin,Conf 41,0.8695379842278872
Tioconazole,Conf 6,0.8695266998055301
Cetyl alcohol,Conf 44,0.869479661784028
Pasireotide,Conf 1,0.8694068877469674
Timolol,Conf 29,0.8693743690299535
Rescinnamine,Conf 15,0.8693100582448908
Levacetylmethadol,Conf 32,0.8692368773531332
Iobitridol,Conf 153,0.8691939126332503
Dicyclomine,Conf 10,0.8691888411965776
Ioversol,Conf 54,0.8691289477838061
Tetradecyl hydrogen sulfate (ester),Conf 33,0.8691180480968648
Lymecycline,Conf 156,0.8691171494606956
Torasemide,Conf 4,0.8690861233145583
Pemetrexed,Conf 69,0.8690833265692604
Safinamide,Conf 12,0.8690240099706718
Tolbutamide,Conf 192,0.8689987777174621
Alfacalcidol,Conf 4,0.8688962272356823
Dobutamine,Conf 92,0.8688588622578082
Pitolisant,Conf 79,0.8687746099534915
Pramocaine,Conf 7,0.8687707923080898
Lasofoxifene,Conf 48,0.8687580282471393
Isosulfan blue,Conf 51,0.8684415142094377
Selinexor,Conf 138,0.8682079166888212
Rifamycin,Conf 8,0.8680965659605554
Lesinurad,Conf 22,0.8680703421172092
Metoprolol,Conf 115,0.8679856842824053
Pentoxyverine,Conf 67,0.8679530077143481
Methylprednisolone hemisuccinate,Conf 9,0.8679133046701037
Irbesartan,Conf 86,0.8678880661157065
Naratriptan,Conf 23,0.8678518112928836
Nateglinide,Conf 87,0.8677517398061824
Fluvoxamine,Conf 75,0.8676647337231062
Ioflupane I-123,Conf 2,0.8675313252842993
Prucalopride,Conf 126,0.8674612846852111
Amisulpride,Conf 47,0.8674180911560829
Nicergoline,Conf 9,0.8674080366609913
Flavin mononucleotide,Conf 26,0.8673810701996046
Bumetanide,Conf 51,0.8671388834325541
Cholesterol,Conf 7,0.8671065365786215
Vorapaxar,Conf 12,0.8670477713358408
Tetrabenazine,Conf 28,0.8669985613829211
Upadacitinib,Conf 10,0.8669901601665551
Cocarboxylase,Conf 47,0.8669804363165869
