Drug,Best Conf,Cosine Similarity
Lornoxicam,Conf 18,0.8361342248160544
Cyclandelate,Conf 154,0.8359540668012306
Netilmicin,Conf 12,0.8354205220608334
Cefotaxime,Conf 221,0.8352206776463386
Aripiprazole lauroxil,Conf 27,0.835138331467997
Biguanide,Conf 61,0.8350744282301676
Sulfamethoxazole,Conf 55,0.8349737678530068
Procaterol,Conf 67,0.8349142151457203
Lovastatin,Conf 91,0.8345650578537674
Nicoboxil,Conf 7,0.8343459222348021
Etidronic acid,Conf 12,0.8338994992910134
Aceclofenac,Conf 117,0.8338090961062984
Pentosan polysulfate,Conf 67,0.8337631533781998
Benzthiazide,Conf 9,0.8329713937813559
Mycophenolate mofetil,Conf 7,0.8322495977920195
Nadolol,Conf 22,0.8319818700209982
Sulfabenzamide,Conf 6,0.831962675119502
Valsartan,Conf 10,0.8317643354606775
Panobinostat,Conf 34,0.8316828110748474
Deferoxamine,Conf 41,0.8315783168359716
Formoterol,Conf 51,0.8314962049216563
Dacomitinib,Conf 20,0.831340407098119
Artesunate,Conf 31,0.831300888614717
Iobitridol,Conf 72,0.8312650993981469
Pixantrone,Conf 23,0.8312095529922507
Balsalazide,Conf 26,0.8307175555269687
Glimepiride,Conf 65,0.8306926121857268
Apraclonidine,Conf 86,0.8304904318031815
Dinoprostone,Conf 74,0.830023932683764
Regadenoson,Conf 27,0.8298635212917791
Levosimendan,Conf 43,0.8296066958168073
Afatinib,Conf 25,0.8293144292550559
Sulfaphenazole,Conf 22,0.8292906739827332
Penciclovir,Conf 29,0.8292898521286842
Darolutamide,Conf 4,0.8291749187142274
Hydrocortisone succinate,Conf 1,0.8283782290913234
Eltrombopag,Conf 1,0.8282856690625484
Cefoxitin,Conf 23,0.8281165146974752
Isoprenaline,Conf 31,0.8280330528597789
Sapropterin,Conf 36,0.8277318363764671
Amodiaquine,Conf 40,0.8274840663090999
Pexidartinib,Conf 51,0.8270896099204281
Cortisone acetate,Conf 1,0.8270318877112925
Raloxifene,Conf 85,0.8265036705447893
Fosphenytoin,Conf 23,0.8263317443743481
Sulfapyridine,Conf 48,0.8260988034592375
Aminohippuric acid,Conf 21,0.82608361564757
Valganciclovir,Conf 32,0.8259982168428541
Regorafenib,Conf 106,0.8258602861549629
Nelfinavir,Conf 4,0.8254070349451377
Lumacaftor,Conf 28,0.8251188833034975
Torasemide,Conf 16,0.8247269287700882
alpha-Arbutin,Conf 61,0.8246098657737191
Glipizide,Conf 11,0.8245892021994801
Cilastatin,Conf 240,0.8242573706501962
Sorafenib,Conf 122,0.8240607993726601
Sulpiride,Conf 42,0.8239988513045031
Rosuvastatin,Conf 113,0.8239500153670171
Tegafur-uracil,Conf 30,0.8239426493202222
Clofazimine,Conf 7,0.8234810303814804
Zucapsaicin,Conf 196,0.8234689788215527
Raltitrexed,Conf 53,0.8234129847136671
Methylprednisolone hemisuccinate,Conf 9,0.8233925376420657
Trolamine salicylate,Conf 132,0.8233008015426003
Udenafil,Conf 66,0.8232834594544829
Carvedilol,Conf 143,0.822841977078871
Valaciclovir,Conf 7,0.8221089677201696
Fructose,Conf 25,0.8220611509349829
Phosphatidyl serine,Conf 70,0.8219661320636003
Bicisate,Conf 63,0.8219001217360197
Orciprenaline,Conf 107,0.821829781084393
Anthralin,Conf 61,0.8217819390902141
Decitabine,Conf 28,0.8217069107493629
Axitinib,Conf 51,0.8212438293375467
Levosalbutamol,Conf 60,0.8210366582777359
Dopexamine,Conf 100,0.8209877284287936
Ursodeoxycholic acid,Conf 3,0.8209824226054532
Azlocillin,Conf 52,0.8205981114059971
Zinc ascorbate,Conf 37,0.8205545733359018
Sotalol,Conf 27,0.8205202155423864
Ferric pyrophosphate citrate,Conf 11,0.8204675483998933
Glymidine,Conf 7,0.8202884112756813
Rilpivirine,Conf 70,0.8201064885053664
Tafluprost,Conf 80,0.8200506252285905
Lefamulin,Conf 212,0.819974759528229
Oxybutynin,Conf 59,0.8196986070755136
Cenobamate,Conf 218,0.8196403653061124
Bepotastine,Conf 19,0.8194443899053316
Lapyrium,Conf 108,0.8193551566910872
Sodium lauryl sulfoacetate,Conf 46,0.8193350896190698
Erlotinib,Conf 20,0.8189525649653802
Cimetidine,Conf 48,0.8188150770920496
Deslanoside,Conf 25,0.8186720752962231
Micronomicin,Conf 19,0.8182916539584238
Ethambutol,Conf 54,0.818231761513003
Kinetin,Conf 22,0.8180975298451306
Relebactam,Conf 3,0.817962924418102
Hydroxyethyl cellulose,Conf 37,0.8179035788931485
Pazopanib,Conf 118,0.8177107096633793
Oxamniquine,Conf 77,0.8176240509940272
Bosutinib,Conf 10,0.8174789306930084
Clarithromycin,Conf 16,0.8171179759541165
Acebutolol,Conf 38,0.8171083041792067
Polydatin,Conf 36,0.8169301712267935
Treprostinil,Conf 43,0.8168852340065373
Tolbutamide,Conf 101,0.8167092966106234
Elagolix,Conf 263,0.8166397638247808
Oxybuprocaine,Conf 14,0.8165421423664817
Betaxolol,Conf 35,0.8165405129076004
Trimetrexate,Conf 85,0.8165078175075685
Tenofovir alafenamide,Conf 290,0.8162014083634995
Pancuronium,Conf 60,0.8160013793820744
Darunavir,Conf 10,0.8159227163602283
Alendronic acid,Conf 9,0.8158667101219349
Nepafenac,Conf 72,0.8157847822610703
Quinidine,Conf 283,0.8156098307402686
Edoxaban,Conf 94,0.8155646913695305
Lenvatinib,Conf 11,0.815509632036372
Phenazopyridine,Conf 9,0.8154915296111537
Patent Blue,Conf 3,0.8152681432015687
Mycophenolic acid,Conf 132,0.8149286547129371
Teriflunomide,Conf 4,0.814830165072329
Rosiglitazone,Conf 199,0.8146357136662213
Frovatriptan,Conf 83,0.8145100673678449
Edetate calcium disodium anhydrous,Conf 161,0.8144921719025037
Vardenafil,Conf 72,0.8143498161931209
Propoxycaine,Conf 6,0.8140930540911614
Pioglitazone,Conf 41,0.8139632159222172
Doconexent,Conf 237,0.8138234405204957
Labetalol,Conf 87,0.8135849991878027
Dopamine,Conf 100,0.8135538732662646
Norepinephrine,Conf 10,0.8134515040700185
Isosulfan blue,Conf 46,0.8134212083169042
Candesartan cilexetil,Conf 92,0.8133551701082816
Alclometasone,Conf 12,0.8133304417560713
Ethylhexyl methoxycrylene,Conf 53,0.8132535191260865
Asparagine,Conf 80,0.8131605695977274
Ioxitalamic acid,Conf 99,0.8130423115255224
Prednisone acetate,Conf 80,0.8130000423117791
Fluprednisolone,Conf 25,0.8128718168587601
Methyl undecenoyl leucinate,Conf 7,0.812865683243766
Cycloguanil,Conf 113,0.812861572383726
Adenosine phosphate,Conf 154,0.8126400953576531
Hydroxychloroquine,Conf 313,0.8125267542913489
Grazoprevir,Conf 11,0.8125208214733927
Doravirine,Conf 15,0.8125036862504824
Pentamidine,Conf 91,0.8123706266706407
Metoprolol,Conf 28,0.8122608224802184
Pramiracetam,Conf 52,0.8122372247186622
Calcium saccharate,Conf 38,0.8122124403401548
Vilanterol,Conf 289,0.812165120961031
N-Acetylglucosamine,Conf 213,0.8121511907924045
Oftasceine,Conf 34,0.8121364307304663
Docusate,Conf 120,0.8119932496899634
Alogliptin,Conf 104,0.8119075900248195
Olodaterol,Conf 46,0.8117956368519048
Protocatechualdehyde,Conf 27,0.8117760168481529
Diacerein,Conf 31,0.8117670373501688
Epoprostenol,Conf 72,0.8117330918561602
Entecavir,Conf 151,0.8117240644694412
Mezlocillin,Conf 99,0.8115909272507432
Xamoterol,Conf 12,0.8115701580186917
Erdafitinib,Conf 117,0.8114482411924949
Voxelotor,Conf 296,0.8114471057297266
Lactulose,Conf 182,0.8114365441166181
Gaxilose,Conf 207,0.811361161543472
Emtricitabine,Conf 32,0.8112385715566773
Iloprost,Conf 108,0.8110402685020989
Mitomycin,Conf 47,0.8108050948605897
Droxidopa,Conf 124,0.8107493079124208
Oxprenolol,Conf 168,0.8107310143588745
Phenacemide,Conf 9,0.8107301459627552
Metipranolol,Conf 41,0.810709981776026
Tafamidis,Conf 32,0.8106347592722243
Cefamandole nafate,Conf 145,0.8106254986752953
Cefiderocol,Conf 8,0.8104921932685146
Rabeprazole,Conf 42,0.8104440100466502
Alfuzosin,Conf 91,0.8103981624795187
Sultopride,Conf 92,0.8103441304372807
Timolol,Conf 54,0.8102995727523998
Phenyl aminosalicylate,Conf 107,0.810229635229179
Quinapril,Conf 29,0.8100133432481654
Lamotrigine,Conf 110,0.8098890516421178
Simvastatin,Conf 44,0.8098502863633585
Dihydralazine,Conf 36,0.8097914650561033
Safinamide,Conf 32,0.8097773271210763
Indapamide,Conf 1,0.8097326697902921
Bacampicillin,Conf 159,0.8095550218263096
Mirabegron,Conf 123,0.8095479165225564
Galactose,Conf 109,0.8095308000037011
Bendroflumethiazide,Conf 30,0.8094201593708238
Glasdegib,Conf 23,0.8093863664318081
Articaine,Conf 13,0.809380268664575
Gilteritinib,Conf 73,0.8093408069012213
Piperacillin,Conf 36,0.8093301066450517
Fluorescein,Conf 93,0.80931079990086
Bimatoprost,Conf 189,0.8092754010394823
Drotaverine,Conf 7,0.8092062905537933
Etravirine,Conf 130,0.8091687396865355
Benzoyl peroxide,Conf 58,0.8090791393733107
Ademetionine,Conf 88,0.8090174837761543
Dexamethasone metasulfobenzoate,Conf 19,0.8089658881791452
Fostamatinib,Conf 42,0.8089541894190706
Diphenylpyraline,Conf 31,0.8089376820550271
Vidarabine,Conf 59,0.8088942831812864
Allantoin,Conf 96,0.8088618559714135
Amisulpride,Conf 24,0.8088052333701455
Phenyl salicylate,Conf 40,0.8087256338894869
Brinzolamide,Conf 36,0.8087083123307719
Calcium Citrate,Conf 10,0.808676656274318
Rocuronium,Conf 117,0.8086594584995642
Gluconic Acid,Conf 64,0.8086091985213381
Polidocanol,Conf 139,0.8085566330433409
Dofetilide,Conf 237,0.8085237875762219
Pomalidomide,Conf 83,0.8085149228322158
Pirbuterol,Conf 34,0.808466474096841
Silodosin,Conf 48,0.8084583951753994
Cefotetan,Conf 21,0.8084468630350762
Propafenone,Conf 95,0.8084427251174094
Levobunolol,Conf 70,0.8083671273896038
Fluspirilene,Conf 67,0.8083519003582776
Amiloride,Conf 98,0.8082975866770301
Magnesium glycinate,Conf 26,0.8082885434134448
Chlorthalidone,Conf 9,0.8082172535957517
Atomoxetine,Conf 20,0.808180094657414
Benzhydrocodone,Conf 11,0.8081277195111564
Cidofovir,Conf 85,0.8080095647399962
Lamivudine,Conf 70,0.8080021970205641
Saxagliptin,Conf 25,0.8079616334220413
Levobetaxolol,Conf 68,0.807875432946794
Benfotiamine,Conf 96,0.8078719692171932
Cefixime,Conf 238,0.807851379457115
Ceftriaxone,Conf 164,0.8076640519199816
Ribavirin,Conf 85,0.8075753161499449
Sulfameter,Conf 127,0.8075628789577718
Bupropion,Conf 35,0.8075593138720608
Cinacalcet,Conf 52,0.8073861048162774
Arbutin,Conf 93,0.8073574314335815
Protirelin,Conf 34,0.8073566055435333
Bexarotene,Conf 36,0.8073510924289771
Sorbitol,Conf 144,0.8072974318905235
Dexchlorpheniramine maleate,Conf 21,0.8071328716872013
Cyclopentolate,Conf 29,0.807084962292703
Dabigatran etexilate,Conf 49,0.8070403977322713
Dacarbazine,Conf 51,0.8069655470028134
Curcumin,Conf 139,0.8069385110955483
Ibutilide,Conf 195,0.8068824677163862
Dihydroergotamine,Conf 105,0.8068624571727144
Crizotinib,Conf 243,0.8068497649215572
Trimebutine,Conf 67,0.8068207384632228
Glycerol phenylbutyrate,Conf 137,0.8066980178387085
Ferrous bisglycinate,Conf 62,0.806568373130789
Ribostamycin,Conf 79,0.8065602139012588
Mebutamate,Conf 35,0.8065419028068085
Oxiconazole,Conf 210,0.8065243872009954
Potassium carbonate,Conf 64,0.8065098342348793
Piracetam,Conf 21,0.8064325683255361
Amifostine,Conf 44,0.8061593507240901
Cholic Acid,Conf 29,0.8061334989922506
Ruxolitinib,Conf 16,0.8061159223963804
Oxitriptan,Conf 103,0.8061008260678723
Meprednisone,Conf 94,0.8060882143605683
Nelarabine,Conf 34,0.8060498440842254
Ramipril,Conf 244,0.8059953707678722
Glutamic acid,Conf 79,0.8059855837164236
Galantamine,Conf 31,0.8058770615205078
Idarubicin,Conf 99,0.8058712748661133
Practolol,Conf 1,0.8058452866021015
Lansoprazole,Conf 4,0.8058037185743827
Piritramide,Conf 49,0.805541199426961
Enalaprilat,Conf 38,0.8055259021806697
Dabrafenib,Conf 129,0.8054930385210265
Oseltamivir,Conf 32,0.8053796158267108
Glycerin,Conf 82,0.8053427866823769
Ebastine,Conf 45,0.8053028446708955
Gabapentin enacarbil,Conf 98,0.8052417611784817
Methscopolamine bromide,Conf 51,0.8051994791943464
Verapamil,Conf 134,0.8050902872323652
Paliperidone,Conf 186,0.8050501324945335
Selinexor,Conf 15,0.8050461274566173
Chenodeoxycholic acid,Conf 20,0.8050412721527325
Nabilone,Conf 204,0.8048768482183165
Salsalate,Conf 61,0.8048524117319031
Taurocholic acid,Conf 146,0.8048441585730031
Glucosamine,Conf 107,0.8047363763199237
Sacubitril,Conf 44,0.8046548002236967
Levomefolic acid,Conf 3,0.8046324113587746
Maraviroc,Conf 81,0.8045601231030716
Sodium citrate,Conf 59,0.804280854317892
Esmolol,Conf 114,0.8042596293772196
Dequalinium,Conf 211,0.8042514508726658
Potassium perchlorate,Conf 132,0.8042367556402977
DL-dimyristoylphosphatidylglycerol,Conf 3,0.8041176430679821
Ibandronate,Conf 9,0.8040316607663444
Fosinopril,Conf 35,0.8039348375819225
Avobenzone,Conf 23,0.8039261429613319
Sodium lauryl sulfate,Conf 28,0.803900710505594
Levacetylmethadol,Conf 60,0.8038834303713495
Azilsartan medoxomil,Conf 160,0.8038778331454125
Spirapril,Conf 147,0.803811753474948
Ciprofibrate,Conf 8,0.803783977132212
Trifluridine,Conf 22,0.8037690950430638
Ergocalciferol,Conf 19,0.8037134973448817
Trolamine,Conf 182,0.8036269283352131
Ceftizoxime,Conf 1,0.8035708513657646
Creatine,Conf 29,0.8034915296252667
Losartan,Conf 12,0.8034885833167522
Flucloxacillin,Conf 101,0.8034819398753683
Fusidic acid,Conf 3,0.8033978241926605
Metaxalone,Conf 24,0.8033598418412028
Ambroxol,Conf 16,0.8033464558359409
Betrixaban,Conf 20,0.8032838773275254
Ezetimibe,Conf 74,0.8032824207931469
Lisinopril,Conf 134,0.8032625975682468
Ethanolamine oleate,Conf 418,0.8032400588313467
Imipenem,Conf 126,0.8031486269125752
Levothyroxine,Conf 54,0.8029886571487673
Cyproterone acetate,Conf 8,0.8029704103269074
Sultamicillin,Conf 247,0.8028519141153356
Hydroflumethiazide,Conf 29,0.8028388796222063
Methoxamine,Conf 17,0.8027940163399241
Flufenamic acid,Conf 53,0.8027882339604807
Terbutaline,Conf 32,0.8026836536014677
Trimethobenzamide,Conf 78,0.8026612831330668
Bosentan,Conf 210,0.8026198286571606
Haloperidol,Conf 19,0.8025338365378444
Fesoterodine,Conf 119,0.8025325572392631
Amiloxate,Conf 189,0.8024029234570226
Tromethamine,Conf 65,0.8023243763699549
Lisdexamfetamine,Conf 228,0.8023239133572444
Valbenazine,Conf 7,0.8022628451116093
Cefmenoxime,Conf 21,0.8022055060110155
Tetraferric tricitrate decahydrate,Conf 1,0.8021804698209546
Dalfopristin,Conf 38,0.8021538977125534
Fosaprepitant,Conf 11,0.8021303018304375
Orphenadrine,Conf 61,0.8021250948840382
Xylose,Conf 90,0.8020577386042448
Lymecycline,Conf 117,0.8020344163907419
Zinc citrate,Conf 33,0.8020342755330222
Ceritinib,Conf 105,0.8019915445903195
Tafenoquine,Conf 65,0.8018398246317564
Valrubicin,Conf 71,0.8017762196982383
Phthalylsulfathiazole,Conf 12,0.8017638566216556
Pheneticillin,Conf 22,0.8015706095598618
Enasidenib,Conf 35,0.8015247156115415
Alloin,Conf 43,0.801425883235305
Perampanel,Conf 51,0.8014229423279243
Propranolol,Conf 44,0.8013738495896305
Tolterodine,Conf 48,0.8013603509037057
Topiramate,Conf 4,0.8013464328076303
Nisoldipine,Conf 9,0.8013251069897127
Tinidazole,Conf 11,0.8012947074413637
Cilazapril,Conf 171,0.801277554720531
Sildenafil,Conf 34,0.8012545380925473
Oxilofrine,Conf 125,0.8012450990863836
Nafcillin,Conf 121,0.8011379222857049
Deoxycholic acid,Conf 36,0.8011283565433954
Cyclacillin,Conf 53,0.801126342952567
Delavirdine,Conf 82,0.8011231022786593
Bictegravir,Conf 118,0.8011074503724842
Naloxegol,Conf 61,0.80108197288813
Benzonatate,Conf 14,0.8010650599287765
Indacaterol,Conf 66,0.8009996689287179
Capecitabine,Conf 84,0.8008964062787104
Palbociclib,Conf 48,0.8008905869120444
Ivabradine,Conf 15,0.8008189065052557
Azacitidine,Conf 109,0.8007856871360799
Fluorodopa (18F),Conf 115,0.8007339881001395
Taurolidine,Conf 26,0.8007088069079923
Paramethasone acetate,Conf 130,0.8006425724724285
Indecainide,Conf 131,0.8006314566639003
Netupitant,Conf 17,0.8006061419302473
Ceftazidime,Conf 38,0.8006005762843781
Choline magnesium trisalicylate,Conf 9,0.8005821007601968
Bromocriptine,Conf 1,0.8005507423744487
Benazepril,Conf 38,0.8004732235108257
Fenofibric acid,Conf 63,0.8004187903425736
Lubiprostone,Conf 58,0.8003877696782368
Cabazitaxel,Conf 28,0.8003482541958374
Daunorubicin,Conf 2,0.8002735255417208
Salicylamide,Conf 39,0.8002576891063515
Obeticholic acid,Conf 11,0.8001560327802282
Quinagolide,Conf 88,0.8001531831187005
Loteprednol,Conf 9,0.7999871094439357
Ferrous glycine sulfate,Conf 26,0.7999819094506366
Dioxybenzone,Conf 94,0.7999615063060028
Adenine,Conf 36,0.7998578067319604
Siponimod,Conf 103,0.7998546251562475
Mexiletine,Conf 94,0.7998210580818607
Isoetharine,Conf 182,0.7997970056654881
Methazolamide,Conf 73,0.799785632523892
Metolazone,Conf 64,0.7997159611670771
Dasabuvir,Conf 8,0.7997154512422664
Cocarboxylase,Conf 142,0.7996597541053607
Dexketoprofen,Conf 21,0.7996287205787962
Sulfadoxine,Conf 42,0.7996052638836285
Tetradecyl hydrogen sulfate (ester),Conf 30,0.7995091697681886
Benzylparaben,Conf 84,0.7994765309958882
Doripenem,Conf 38,0.7994116852250901
Glycyrrhizic acid,Conf 49,0.7993455730075176
Fenoldopam,Conf 104,0.7993433516195013
Proguanil,Conf 16,0.7993245556704237
Sulfacetamide,Conf 143,0.7992535360321996
Orlistat,Conf 33,0.7992396055083231
Nitrazepam,Conf 55,0.7990078137533346
Sodium glycerophosphate,Conf 138,0.7988540861841144
Isocarboxazid,Conf 24,0.798810075946726
Leucovorin,Conf 71,0.7987561702719406
Carfilzomib,Conf 70,0.7986387714118925
Azathioprine,Conf 2,0.7985125373385278
Cangrelor,Conf 6,0.7984827984500744
Moxonidine,Conf 18,0.7984434302166369
Dapagliflozin,Conf 147,0.798367394630895
Tyrosine,Conf 90,0.7983323439418798
Miltefosine,Conf 42,0.7982918855486941
Hexobendine,Conf 185,0.7982820606495182
Adefovir dipivoxil,Conf 65,0.7982612361571513
Fludrocortisone,Conf 113,0.7980539969199473
Eluxadoline,Conf 112,0.7979846724789189
Gemifloxacin,Conf 107,0.7979325979389815
Nebivolol,Conf 85,0.7978444770740041
Voriconazole,Conf 9,0.7977614250584496
Tamoxifen,Conf 1,0.7977337080565764
Acenocoumarol,Conf 3,0.7976601315027502
Citicoline,Conf 111,0.7976467731274538
Gluconolactone,Conf 90,0.7975947443118298
Entacapone,Conf 100,0.7975710581987245
Anastrozole,Conf 83,0.7975153166159246
Icosapent,Conf 158,0.7975124392162534
Almotriptan,Conf 22,0.7974921134075111
Glycol salicylate,Conf 11,0.7974236522241172
Ceftibuten,Conf 154,0.7973325901353496
Ondansetron,Conf 24,0.797327592038033
Paroxetine,Conf 166,0.797119321120771
Carisoprodol,Conf 26,0.797109928192974
Almitrine,Conf 101,0.7971075823021063
Colchicine,Conf 77,0.7970061180228354
Tyropanoic acid,Conf 187,0.7970040506928118
Papaverine,Conf 197,0.7969822505366128
Leflunomide,Conf 17,0.7969592939098729
Methyl aminolevulinate,Conf 38,0.7969542446649066
Amrinone,Conf 85,0.7969231415387429
Mebeverine,Conf 79,0.7968911648670256
Calcium levulinate,Conf 60,0.796700120121114
Canagliflozin,Conf 16,0.7966972088510342
Cefonicid,Conf 33,0.7966676639182624
Benznidazole,Conf 185,0.796644153196985
Carbocisteine,Conf 100,0.7966039607259172
Gliquidone,Conf 143,0.7965714534129303
Nimodipine,Conf 28,0.7965579086319471
Aliskiren,Conf 19,0.7965294705004043
Cobimetinib,Conf 147,0.7964730324696618
Reserpine,Conf 138,0.7964206228478915
NADH,Conf 22,0.7963835737367743
Fluticasone propionate,Conf 45,0.7963479634082495
Norelgestromin,Conf 109,0.7963257921120074
Fenoprofen,Conf 13,0.796262742548307
Epirubicin,Conf 8,0.7961563794150301
Levamlodipine,Conf 119,0.7961345441700823
Metocurine,Conf 85,0.7961341767500991
