Drug,Best Conf,Cosine Similarity
Flavone,Conf 168,0.9415429841449614
Peramivir,Conf 239,0.9412168557802336
Almitrine,Conf 229,0.9411717183910357
Taurocholic acid,Conf 133,0.940117655136898
Acalabrutinib,Conf 109,0.9398191882546517
Ofloxacin,Conf 129,0.9396840973493208
Bepotastine,Conf 214,0.9393047252121148
Celecoxib,Conf 125,0.9392981107608673
Promethazine,Conf 185,0.9390187336000934
Ferrous glycine sulfate,Conf 172,0.9384136235672739
Nintedanib,Conf 129,0.9383886548676325
Ethylhexyl methoxycrylene,Conf 207,0.9372882612226326
Miltefosine,Conf 350,0.9368085390714868
Isosulfan blue,Conf 162,0.9366307239896537
Loperamide,Conf 180,0.9365937366050595
Terbutaline,Conf 334,0.9356491134654099
Trifluridine,Conf 264,0.9351987580166898
Alcaftadine,Conf 131,0.9345393407391775
Flutamide,Conf 198,0.9342480442085651
Relebactam,Conf 223,0.9342121247209197
Oxyphencyclimine,Conf 236,0.9341433387002536
Ademetionine,Conf 348,0.9340135103849887
Abemaciclib,Conf 197,0.9338283314370697
Valbenazine,Conf 176,0.9337966623449014
Irinotecan,Conf 82,0.9333126231937883
Temocillin,Conf 171,0.933266592671224
Lasofoxifene,Conf 177,0.9332008937768587
Rutin,Conf 182,0.933122335307862
Dihydrotachysterol,Conf 87,0.9321859976505142
Almotriptan,Conf 279,0.9314450091971122
Sonidegib,Conf 101,0.9311945310438252
Methdilazine,Conf 254,0.9311434187424109
Etomidate,Conf 308,0.9310368847065327
Vismodegib,Conf 170,0.9303308336381437
Doxepin,Conf 143,0.9297624248655567
Dihydroergocornine,Conf 88,0.9293765346371614
Sorafenib,Conf 372,0.9291659774723457
Acarbose,Conf 269,0.9290422287325272
Ecamsule,Conf 137,0.9287739840491133
Fulvestrant,Conf 281,0.9286138670433712
Etravirine,Conf 216,0.9283032162570106
Iopamidol,Conf 261,0.928212158197122
Drotaverine,Conf 169,0.9273847342828168
Vidarabine,Conf 235,0.9268497060125637
Kappadione,Conf 128,0.9267388177887534
Ozenoxacin,Conf 145,0.9266803517751724
Doxorubicin,Conf 153,0.9266188414818594
Delamanid,Conf 192,0.9248277852526301
Vorapaxar,Conf 84,0.9243437464270725
Ferric oxyhydroxide,Conf 144,0.9241732825965001
Zinc ascorbate,Conf 160,0.924014136305067
Micronomicin,Conf 362,0.9233085176566785
Magnesium,Conf 29,0.9231554189182949
Metolazone,Conf 131,0.9231292797686677
Vortioxetine,Conf 259,0.9226992245002875
Econazole,Conf 319,0.9224705686189919
Estramustine,Conf 165,0.9224179827835353
Carindacillin,Conf 212,0.9221084684451251
Febuxostat,Conf 192,0.9220008118194178
Protirelin,Conf 280,0.9210259850160049
Cefprozil,Conf 166,0.9207916523004771
Quinidine,Conf 273,0.9196352037692296
Paliperidone,Conf 229,0.9193754320502142
Lubiprostone,Conf 293,0.9188267992357629
Manidipine,Conf 211,0.9185985486712879
Paromomycin,Conf 269,0.918468979015525
Phosphatidyl serine,Conf 385,0.917800973621306
Amiodarone,Conf 270,0.9168754455900948
Etonogestrel,Conf 112,0.9168232790437731
Tafenoquine,Conf 286,0.9168011311395733
Bezafibrate,Conf 212,0.9167185300545595
Steviolbioside,Conf 200,0.9165446457186329
Afatinib,Conf 155,0.9159166558142595
Plerixafor,Conf 173,0.9156758405431709
Lorlatinib,Conf 90,0.9155704454349084
Finafloxacin,Conf 124,0.9154313305698929
Sodium feredetate,Conf 180,0.9152398613112277
Valrubicin,Conf 105,0.9147887423508383
Norelgestromin,Conf 108,0.9146921752129802
Metixene,Conf 263,0.9146806223295447
Aripiprazole lauroxil,Conf 172,0.9134470733912128
Efavirenz,Conf 150,0.9134037467700232
Dezocine,Conf 151,0.9129718795335453
Palonosetron,Conf 160,0.9129318034373352
Oxyphenonium,Conf 244,0.9128682578370414
Nebivolol,Conf 321,0.9120506513083405
Axitinib,Conf 205,0.91127104222567
Distearyldimonium,Conf 210,0.9110993496394828
Besifloxacin,Conf 145,0.9100467840639391
Saquinavir,Conf 110,0.9099070447296285
Perindopril,Conf 277,0.9098782208621028
Tolvaptan,Conf 102,0.90983778973152
Zinc picolinate,Conf 157,0.9095129180198357
Calcium glubionate anhydrous,Conf 432,0.9088324029520408
Moexipril,Conf 221,0.9083757016855826
Nicardipine,Conf 313,0.9080847233384688
Thonzonium,Conf 283,0.9080283192003202
Terazosin,Conf 146,0.9075260926321891
Ribavirin,Conf 266,0.9072250082799701
Ulipristal,Conf 122,0.9070969116003226
Alloin,Conf 94,0.9070559940516024
Deferoxamine,Conf 344,0.906478681483086
Asenapine,Conf 128,0.9061202982003678
Acemetacin,Conf 158,0.9059874019322196
Tobramycin,Conf 337,0.9058622298171066
Testolactone,Conf 101,0.9055761189845649
Baricitinib,Conf 287,0.9048806275871256
Milrinone,Conf 159,0.9047016101070325
Spironolactone,Conf 127,0.9044807882479731
Minocycline,Conf 70,0.9042743287302929
Testosterone undecanoate,Conf 243,0.903771213066487
Fosaprepitant,Conf 332,0.9036276588075107
Macimorelin,Conf 423,0.9033390327569701
Netarsudil,Conf 235,0.9022800919427418
Indinavir,Conf 182,0.9018017776534705
Ethinylestradiol,Conf 125,0.9017152509878109
Selexipag,Conf 292,0.9009284843878655
Curcumin,Conf 303,0.9007944704371967
Pixantrone,Conf 151,0.9005347732501978
Eprosartan,Conf 269,0.8995043456896398
Hydrocortamate,Conf 158,0.8993155039124768
Adenosine,Conf 241,0.8987912055064815
Perazine,Conf 263,0.8985120388732011
Ambrisentan,Conf 138,0.8985112694010619
Deoxycholic acid,Conf 138,0.8984884532106335
Raltegravir,Conf 111,0.8984449612297069
Cabergoline,Conf 191,0.8982959465691849
Mifepristone,Conf 134,0.8980007566636671
Testosterone enantate benzilic acid hydrazone,Conf 179,0.8972739823643008
Lacidipine,Conf 228,0.8970935591681731
Butaperazine,Conf 216,0.8969398148473743
Cholesterol,Conf 101,0.8959675651873856
Isavuconazole,Conf 84,0.8958547155865257
Maraviroc,Conf 251,0.8957886452558478
Dexchlorpheniramine maleate,Conf 191,0.8953473597560625
Netupitant,Conf 320,0.8950868523611593
Clothiapine,Conf 145,0.8949962418728548
Methscopolamine bromide,Conf 254,0.8949267623991173
Ketazolam,Conf 128,0.8948237451726306
Alfuzosin,Conf 300,0.8946888796014429
Lercanidipine,Conf 319,0.8940911296107634
Apixaban,Conf 58,0.8932683079455296
Calcipotriol,Conf 156,0.8926546657228657
Rimonabant,Conf 159,0.8926474350274785
Gallamine triethiodide,Conf 106,0.8919716509642069
Picosulfuric acid,Conf 119,0.8919339041601521
Loteprednol etabonate,Conf 156,0.8917989263600995
Quinupramine,Conf 169,0.891455408371761
Arzoxifene,Conf 179,0.8910239606313719
Olaparib,Conf 270,0.8909113118338312
Hexafluronium,Conf 410,0.8899923183422493
Oftasceine,Conf 167,0.8896726205336555
Sulfacytine,Conf 286,0.889548864903474
Dihydroergotamine,Conf 137,0.8890251049542768
Chenodeoxycholic acid,Conf 102,0.8884129900791535
Bictegravir,Conf 207,0.8884041260143248
Amitriptylinoxide,Conf 179,0.8879127253081343
Cyproheptadine,Conf 184,0.8877270251255773
Methylnaltrexone,Conf 138,0.8873524313542738
Fluorodopa (18F),Conf 294,0.8870232311112285
Bosutinib,Conf 263,0.8860990517427012
Perampanel,Conf 167,0.8855548418630481
Nateglinide,Conf 249,0.8855516157268127
Citalopram,Conf 169,0.8855198749759453
Tedizolid phosphate,Conf 120,0.8844426398163735
Rimexolone,Conf 111,0.884422771846634
Stiripentol,Conf 187,0.8843233252579041
Glycyrrhizic acid,Conf 54,0.8834717642957977
Pitavastatin,Conf 202,0.8832451381607836
Obeticholic acid,Conf 66,0.8815958996779766
Tazobactam,Conf 175,0.8815400628910027
Betrixaban,Conf 131,0.8814983068584401
Midostaurin,Conf 104,0.8810152504244231
Meropenem,Conf 252,0.8809846687697316
"1,2-icosapentoyl-sn-glycero-3-phosphoserine",Conf 3,0.8808094359046871
Ensulizole,Conf 132,0.8806369597263872
Fexofenadine,Conf 275,0.8800085380260407
Docetaxel,Conf 58,0.878690323523443
Pipecuronium,Conf 127,0.8783765708583656
Phentolamine,Conf 253,0.8783315488052928
Procaterol,Conf 297,0.8778873620150047
Bacampicillin,Conf 265,0.8763766834380945
Rifamycin,Conf 16,0.8763024397633935
Ceftizoxime,Conf 280,0.8758045764157609
Enzalutamide,Conf 149,0.8755432032743651
Benzododecinium,Conf 408,0.875300180177554
Ertapenem,Conf 260,0.8748754403852597
Anagrelide,Conf 180,0.8747987714024426
Zafirlukast,Conf 194,0.8747658327156169
Lusutrombopag,Conf 66,0.8743906770894009
Rupatadine,Conf 126,0.8741789467530685
Sulfabenzamide,Conf 178,0.8741526604116456
Diacerein,Conf 103,0.8741005485362605
Colchicine,Conf 125,0.8738233976714969
Valsartan,Conf 317,0.8731710301430511
Dipivefrin,Conf 204,0.8729716327252526
Etidronic acid,Conf 185,0.8724332755763642
Clobetasol propionate,Conf 72,0.872115552413532
Fosphenytoin,Conf 140,0.8718209364182447
Vandetanib,Conf 180,0.8718157832431381
Fenoldopam,Conf 184,0.8711946729626218
Vincristine,Conf 18,0.8710405352877213
Tigecycline,Conf 51,0.8707565277677891
Glyburide,Conf 312,0.8701509898463752
Voriconazole,Conf 115,0.870007041559163
Repaglinide,Conf 301,0.869575636774133
Polydatin,Conf 160,0.8694822661175886
Prasterone,Conf 136,0.8689812370679943
Diethylamino hydroxybenzoyl hexyl benzoate,Conf 273,0.8687132376081937
Revefenacin,Conf 281,0.8686795720588015
Glipizide,Conf 331,0.8686794834854391
Isoconazole,Conf 363,0.8680060931237439
Apomorphine,Conf 139,0.8676225248336072
Ambenonium,Conf 417,0.8676161614112005
Benzethonium,Conf 338,0.8675973465542732
Dexamethasone metasulfobenzoate,Conf 210,0.867432401860331
Clarithromycin,Conf 31,0.8674020673937404
Vecuronium,Conf 110,0.8673523940886533
Larotrectinib,Conf 307,0.8672209245270371
Pentetic acid,Conf 458,0.867133407369494
Ethanolamine oleate,Conf 516,0.8662228281302057
Clofazimine,Conf 114,0.8658291488591549
Aclidinium,Conf 186,0.8655555917125503
Imiquimod,Conf 224,0.8652941941974466
Zopiclone,Conf 215,0.8651802734374335
Cobimetinib,Conf 207,0.8646520384643921
Cefuroxime,Conf 276,0.863786052395955
Chlorpheniramine,Conf 195,0.8636106259515456
Amprenavir,Conf 401,0.8620814415733844
Diacetyl benzoyl lathyrol,Conf 200,0.8614248591909651
Selenomethionine,Conf 302,0.8612807861090632
Benperidol,Conf 249,0.8612400759149326
Hesperidin,Conf 169,0.8607702924306642
Parecoxib,Conf 238,0.8606835264441514
Glasdegib,Conf 211,0.8606113953979945
Alfacalcidol,Conf 147,0.8605197049512154
Levomefolic acid,Conf 267,0.8604228159647124
Terconazole,Conf 240,0.8600896943902743
Doconexent,Conf 495,0.8598984820505096
Epicriptine,Conf 90,0.8591389580437994
Fosnetupitant,Conf 128,0.8590574507014138
Plazomicin,Conf 139,0.859039870661972
Lefamulin,Conf 193,0.8590317082659484
Epirubicin,Conf 112,0.8587210747120515
Polidocanol,Conf 230,0.8584620853783269
Fluocinonide,Conf 110,0.8583058484714808
Epinastine,Conf 165,0.8577941009594505
Piritramide,Conf 272,0.8570814316016908
Tranylcypromine,Conf 167,0.8567829151008389
Noscapine,Conf 167,0.8549580586020412
Clevidipine,Conf 233,0.8545151450855559
Fesoterodine,Conf 203,0.8543725468575517
Lorpiprazole,Conf 244,0.8543166328257594
Calcium levulinate,Conf 256,0.8539440800555749
Aliskiren,Conf 188,0.8539397448619065
Bazedoxifene,Conf 220,0.8535729894916116
Alogliptin,Conf 222,0.8527289427017846
Telotristat ethyl,Conf 287,0.8524472821534164
Nalidixic acid,Conf 183,0.8524425928016898
Podofilox,Conf 160,0.8523859936808973
Dequalinium,Conf 498,0.8522617326174097
Pramipexole,Conf 247,0.8515991085101416
Norethisterone,Conf 111,0.8514024092351705
Ixabepilone,Conf 73,0.8512789663307747
Alginic acid,Conf 241,0.8510628633992996
Cyclizine,Conf 185,0.8503118720099603
Suvorexant,Conf 150,0.8501264182606173
Gamolenic acid,Conf 459,0.8492961544200981
Abacavir,Conf 205,0.8491752247391328
Vildagliptin,Conf 191,0.8485401790681876
Pizotifen,Conf 135,0.8480543733065461
Lomitapide,Conf 101,0.8465632228919376
Fluticasone furoate,Conf 155,0.8463263784425209
Doripenem,Conf 239,0.8462222683568652
Methylprednisone,Conf 123,0.8461440583292625
Mitotane,Conf 140,0.845274069645986
Enoximone,Conf 271,0.8452049824720226
Adapalene,Conf 131,0.8450089798954785
Trametinib,Conf 184,0.8446840784706372
Azithromycin,Conf 31,0.8439106095676158
Montelukast,Conf 203,0.8434291852982987
Ethynodiol diacetate,Conf 71,0.8433504214335106
Pazopanib,Conf 260,0.8423802979403074
Gestrinone,Conf 97,0.8417364312330965
Quinidine barbiturate,Conf 271,0.841272370285543
Ketorolac,Conf 219,0.8412366442780669
Iloperidone,Conf 352,0.8400980281077653
Choline salicylate,Conf 161,0.8395506453248972
Latanoprostene bunod,Conf 410,0.839420853532633
Alclometasone,Conf 98,0.839222158735709
Triflusal,Conf 149,0.8388578991264818
Citicoline,Conf 319,0.8383073655995698
Docusate,Conf 200,0.8378902524866456
Eltrombopag,Conf 190,0.8373919577213933
Levacetylmethadol,Conf 249,0.836996190369476
Vinblastine,Conf 10,0.8362869491835945
Cycloguanil,Conf 69,0.8354775002132547
Haloperidol,Conf 218,0.8354418749668406
Vardenafil,Conf 215,0.8348670551069247
Benzhydrocodone,Conf 172,0.834487110532065
Tibolone,Conf 102,0.8332850994417568
Cyclandelate,Conf 200,0.8332744381113015
Zuclopenthixol,Conf 222,0.833242491174728
Tiagabine,Conf 281,0.8332356823638303
Vinflunine,Conf 33,0.8331752101177928
Ursodeoxycholic acid,Conf 80,0.8329240735741403
Dimetotiazine,Conf 168,0.8327894819943698
Alvimopan,Conf 107,0.8327247876321331
Vemurafenib,Conf 243,0.8324539733687311
Dabigatran etexilate,Conf 100,0.8319601695597306
Clobetasone,Conf 114,0.830702076184361
Finasteride,Conf 104,0.8306646034936412
Eribulin,Conf 20,0.8306356544241149
Ferric maltol,Conf 108,0.8297069465142872
Bimatoprost,Conf 400,0.8296569197363701
Methylphenidate,Conf 171,0.8285541887390564
Netilmicin,Conf 247,0.8284981491704746
Bisoxatin,Conf 171,0.8282848874282659
Hydroxychloroquine,Conf 356,0.8277019507382635
Cefiderocol,Conf 102,0.827592006706082
Tipranavir,Conf 198,0.8273121995586368
Tetradecyl hydrogen sulfate (ester),Conf 370,0.8271094544493645
Enasidenib,Conf 305,0.8247965430765958
Diiodohydroxyquinoline,Conf 157,0.8240497978548885
Naratriptan,Conf 220,0.8234512550845375
Patent Blue,Conf 43,0.8233924726738935
Cholic Acid,Conf 53,0.8231814161182757
Aspartic acid,Conf 163,0.8228422732069068
Cholecalciferol,Conf 177,0.8226524976276036
Perphenazine,Conf 287,0.8210313734718981
Lifitegrast,Conf 68,0.8205796879174407
Diaminopropanol tetraacetic acid,Conf 307,0.8204986929619263
Deserpidine,Conf 205,0.8204479125893802
Canagliflozin,Conf 198,0.819083973498066
Procarbazine,Conf 161,0.8187683182949297
Emedastine,Conf 271,0.8185914237302636
Nitrendipine,Conf 158,0.8183571033283225
Abiraterone,Conf 118,0.8183107800743247
Busulfan,Conf 326,0.8182893428162259
Levofloxacin,Conf 118,0.8176975273236977
Imatinib,Conf 142,0.8171796859308975
Ergotamine,Conf 135,0.8166645447033759
Tyropanoic acid,Conf 199,0.8165321566747213
Deflazacort,Conf 99,0.8161465342170229
Digoxin,Conf 27,0.8160823596592411
Iohexol,Conf 216,0.8158863507522753
Amitriptyline,Conf 192,0.8147904243126072
Atorvastatin,Conf 173,0.813689528887067
Eluxadoline,Conf 302,0.8131559210180533
Testosterone,Conf 91,0.8131025124485245
Pralatrexate,Conf 198,0.8125231971696041
Chloroprocaine,Conf 336,0.8121431966472165
Dacomitinib,Conf 181,0.811685874567127
Ezetimibe,Conf 199,0.8107033506788583
Acenocoumarol,Conf 126,0.8106782383483074
Sodium tartrate,Conf 126,0.810019702951858
Fingolimod,Conf 314,0.8097084840101497
Mebutamate,Conf 189,0.8088835654170943
Ferric sulfate,Conf 170,0.8086523752099534
Propiverine,Conf 149,0.8081534445593463
Aminophylline,Conf 99,0.8079586947586122
Octasulfur,Conf 178,0.8078399997749882
Ursadiol,Conf 38,0.8068579793344026
Diphenhydramine,Conf 231,0.8059408461324127
Lactulose,Conf 277,0.8055029824986732
Iodipamide,Conf 190,0.8053709228148573
Tolterodine,Conf 240,0.8045448158106572
Vilanterol,Conf 438,0.8043089485221855
Mepenzolate,Conf 224,0.8038272784531781
Cefepime,Conf 134,0.803681378849428
Desoxycorticosterone acetate,Conf 160,0.8029880470979063
Ioxaglic acid,Conf 53,0.8026380276870617
Nitrazepam,Conf 145,0.8025082337439179
Quetiapine,Conf 201,0.8020078146341527
Etofamide,Conf 211,0.8019228117804812
Cefixime,Conf 233,0.8014879696090319
Balsalazide,Conf 270,0.8012222400077803
Amifostine,Conf 342,0.8010756936925425
Hydroxyprogesterone caproate,Conf 145,0.7991089124441413
Procaine merethoxylline,Conf 125,0.7974196455979538
Beclomethasone dipropionate,Conf 131,0.7971537761934584
Grazoprevir,Conf 75,0.7967325204503143
Bronopol,Conf 205,0.7956691507411661
Ropinirole,Conf 364,0.7952211656902853
Dipyridamole,Conf 220,0.7951321931302886
Nitisinone,Conf 278,0.7949643102203728
Fosamprenavir,Conf 362,0.7948846590475191
Halofantrine,Conf 229,0.7947827486448078
Diosmin,Conf 152,0.794763071144758
Pimozide,Conf 308,0.7942175020326832
Drospirenone,Conf 117,0.7938976561847529
Selinexor,Conf 284,0.7933606905381171
Levobupivacaine,Conf 260,0.7928153785894015
Tropicamide,Conf 79,0.7924963591208901
Apronalide,Conf 167,0.7924688990097863
Ioversol,Conf 207,0.792421336350689
Dihydro-alpha-ergocryptine,Conf 75,0.7923848540063636
Cromoglicic acid,Conf 321,0.7914391418734195
Idelalisib,Conf 211,0.7902695050050362
Tramadol,Conf 239,0.7897115438403105
Bromocriptine,Conf 134,0.7894477168400962
Natamycin,Conf 45,0.7892862342717775
Sapropterin,Conf 169,0.7892423217878831
Regorafenib,Conf 357,0.7889791588875132
Ciclopirox,Conf 233,0.7887071045117936
Darolutamide,Conf 256,0.7873811369047464
Ubrogepant,Conf 122,0.7872292473811384
Cilostazol,Conf 382,0.786931914854092
Metrizoic acid,Conf 191,0.7855624214997637
Dinoprostone,Conf 377,0.785261204466601
Dinoprost,Conf 270,0.7850325201291387
Amodiaquine,Conf 322,0.784897646332856
Oxetacaine,Conf 206,0.7835615746674359
Zofenopril,Conf 270,0.7819190607029208
Cilazapril,Conf 256,0.7818113389967899
Nimodipine,Conf 297,0.7815702695721917
Neratinib,Conf 134,0.7814887627647331
Ramipril,Conf 295,0.781442878372097
Zolpidem,Conf 173,0.7809372027270962
Pexidartinib,Conf 333,0.7808364121310221
Benorilate,Conf 320,0.7806900514982538
Isosorbide dinitrate,Conf 96,0.7802609620847669
Protriptyline,Conf 215,0.7801127929661134
Tazarotene,Conf 82,0.7791237957841887
Desipramine,Conf 222,0.7790386024350755
Alitretinoin,Conf 145,0.7790184280080144
Delafloxacin,Conf 149,0.7781526170788228
Cyclopentolate,Conf 250,0.7781417400682182
Lorcaserin,Conf 175,0.778065487699288
Olmesartan,Conf 273,0.7772953592602948
Nefopam,Conf 149,0.7768455322862631
Encorafenib,Conf 262,0.7762201359124764
Fluoride ion F-18,Conf 109,0.7755860721158131
Azelastine,Conf 203,0.7752328714062637
Norgestimate,Conf 82,0.7742879739297067
Retapamulin,Conf 227,0.773672360717807
Molsidomine,Conf 178,0.7728211472441711
Bosentan,Conf 231,0.7726732774363938
Acetylcarnitine,Conf 181,0.7724850921798437
Iothalamic acid,Conf 168,0.7717970717341007
Cefotetan,Conf 131,0.7707566869488242
Deferasirox,Conf 171,0.7706323195318875
Sodium tetradecyl sulfate,Conf 339,0.770620317617875
Demeclocycline,Conf 105,0.7677028657144748
Flunisolide,Conf 82,0.7671381832062409
Riociguat,Conf 207,0.766778926395465
Bedaquiline,Conf 76,0.7658070569306619
Doxercalciferol,Conf 86,0.7655652137651042
Methylprednisolone hemisuccinate,Conf 156,0.7653097456291238
Demecarium,Conf 302,0.7650807663231184
Levonorgestrel,Conf 152,0.7648159015315217
Deslanoside,Conf 3,0.7641699471481334
Reserpine,Conf 175,0.7640572664030849
Meprednisone,Conf 99,0.7639208716933453
Latamoxef,Conf 175,0.7638209654460081
Omadacycline,Conf 65,0.7629400912313687
Trifarotene,Conf 122,0.7622737417672145
Ouabain,Conf 87,0.7619512082307001
Brigatinib,Conf 132,0.7617616656558478
Felodipine,Conf 221,0.7616951337140256
Flucloxacillin,Conf 225,0.7612742491951513
Loteprednol,Conf 124,0.7605953328828049
Lumefantrine,Conf 146,0.760504967390135
Rilpivirine,Conf 192,0.7592667531596755
Ergocalciferol,Conf 111,0.7590849800614103
Lisuride,Conf 164,0.7589084561103754
Miglitol,Conf 126,0.7585838881248297
Duloxetine,Conf 278,0.7583704235073567
Mebeverine,Conf 422,0.7579356853357274
Dipotassium phosphate,Conf 32,0.7578059169071598
Orlistat,Conf 503,0.7576228625167315
Ceftazidime,Conf 142,0.7573870650119203
Tafluprost,Conf 336,0.757009636087728
Calcium Phosphate,Conf 179,0.7560455460913083
Eravacycline,Conf 68,0.7556654558802619
Mizolastine,Conf 208,0.7554015562206549
Piretanide,Conf 158,0.7553862295167546
Ribociclib,Conf 134,0.7551982867958131
Dolutegravir,Conf 134,0.7550121246424875
Sertraline,Conf 200,0.7548311543198116
Clidinium,Conf 198,0.7544800650562544
Granisetron,Conf 255,0.753607567792262
Daunorubicin,Conf 137,0.7534529412718622
DL-dimyristoylphosphatidylcholine,Conf 60,0.7529252450338993
Gilteritinib,Conf 131,0.7527984791111755
Darunavir,Conf 366,0.7526600698553487
Trandolapril,Conf 283,0.7517288011269578
Ibutilide,Conf 215,0.7509858857078738
Enprofylline,Conf 210,0.750286880935256
Calcium threonate,Conf 226,0.7492748166318457
Oseltamivir,Conf 197,0.7488716141177749
Emtricitabine,Conf 218,0.7488121315596815
Cefmetazole,Conf 205,0.7487786592340369
Mannitol,Conf 172,0.748508612085623
Carbocisteine,Conf 280,0.747861234675982
Fosinopril,Conf 364,0.7475703773846121
Benfotiamine,Conf 268,0.7473749953140769
Tritoqualine,Conf 95,0.74729356299808
Levorphanol,Conf 129,0.7471807995520658
Dicyclomine,Conf 220,0.7468830475615335
Oxtriphylline,Conf 92,0.7466931415939526
Temozolomide,Conf 157,0.7464312152827871
Olodaterol,Conf 253,0.7462393357731466
Panobinostat,Conf 273,0.7461809599053665
Telithromycin,Conf 69,0.7456508581932547
Elagolix,Conf 158,0.7455111500876077
Sertaconazole,Conf 320,0.7451461244136387
Pemetrexed,Conf 104,0.7451374306194876
Tenofovir disoproxil,Conf 357,0.7440161561899706
Ferumoxytol,Conf 324,0.7430331817105708
Anisotropine methylbromide,Conf 262,0.7429840581658165
Mecamylamine,Conf 169,0.7429577134569131
Lorazepam,Conf 184,0.7418211697642514
