Drug,Best Conf,Cosine Similarity
Moexipril,Conf 221,0.9157126423785701
Dioctyldimonium,Conf 414,0.9156328846962293
Acarbose,Conf 269,0.9152176917402784
Nebivolol,Conf 321,0.9151022286755548
Tedizolid,Conf 122,0.91455009728991
Pyridostigmine,Conf 266,0.9140190741190997
Temocillin,Conf 171,0.914003767811538
Idoxuridine,Conf 259,0.9133093900899397
Testosterone enantate benzilic acid hydrazone,Conf 179,0.9130765056954264
Irinotecan,Conf 82,0.9130693559719776
Cefprozil,Conf 166,0.9120119478234914
Hydroxyzine,Conf 203,0.9114685490494862
Acetyldigitoxin,Conf 12,0.911335550178324
Acemetacin,Conf 158,0.9108696796044154
Iopromide,Conf 192,0.9107776042418688
Vincristine,Conf 18,0.9103590325619266
Glyburide,Conf 312,0.9097194555997986
"1,2-icosapentoyl-sn-glycero-3-phosphoserine",Conf 3,0.9095641235622216
Apalutamide,Conf 149,0.909410408076455
Lasofoxifene,Conf 177,0.9093168316036079
Cefuroxime,Conf 276,0.9088168187009763
Ofloxacin,Conf 129,0.9087432026054246
Ferrous glycine sulfate,Conf 172,0.9084033465158727
Rose bengal,Conf 118,0.9082406446778871
Avatrombopag,Conf 16,0.9079368362967071
Letermovir,Conf 139,0.907692644886386
Lubiprostone,Conf 293,0.9072424486781191
Mitoxantrone,Conf 237,0.9072287544488855
Peramivir,Conf 239,0.9072015822018268
Saquinavir,Conf 110,0.9071852453218119
Lumacaftor,Conf 227,0.906433502172853
Ademetionine,Conf 348,0.9060877724577674
Ethanolamine oleate,Conf 516,0.9060691495431934
Hexafluronium,Conf 410,0.9060205568949413
Cyproheptadine,Conf 184,0.9053075341649601
Doxepin,Conf 143,0.9052351890427607
Tazobactam,Conf 175,0.9051937077815335
Apixaban,Conf 58,0.904857162318175
Vernakalant,Conf 370,0.9027584280664226
Mesoridazine,Conf 229,0.9024783989106966
Edetate calcium disodium anhydrous,Conf 452,0.9017211846746063
Phloxine B,Conf 193,0.901618058759157
Ertapenem,Conf 260,0.9014011345266935
Indinavir,Conf 182,0.9012049422449833
Quinupramine,Conf 169,0.9011611409076049
Delavirdine,Conf 156,0.900761197082784
Selexipag,Conf 292,0.900014500869866
Dihydroergotamine,Conf 137,0.8995998174761315
Tobramycin,Conf 337,0.8993151476160388
Plerixafor,Conf 173,0.8989712478319601
Clothiapine,Conf 145,0.898812549542415
Repaglinide,Conf 301,0.8986525271735848
Estramustine,Conf 165,0.8979672168331555
Stiripentol,Conf 187,0.897608960621075
Podofilox,Conf 160,0.8975356250032432
Nalbuphine,Conf 154,0.8975023745974423
Bacampicillin,Conf 265,0.8964499261207535
Dosulepin,Conf 182,0.8963576483324658
Macimorelin,Conf 423,0.895354143274708
Lefamulin,Conf 193,0.8952359856117785
Polidocanol,Conf 230,0.8939970281599988
Cholesterol,Conf 101,0.8938376261259293
Hydrocortamate,Conf 158,0.8938080660954562
Etonogestrel,Conf 112,0.893596497658291
Metolazone,Conf 131,0.8934985910709329
Vidarabine,Conf 235,0.8934521384717291
Mirtazapine,Conf 154,0.8932997310678312
Oxyphencyclimine,Conf 236,0.8932874250278018
Norelgestromin,Conf 108,0.8930282755017626
Clarithromycin,Conf 31,0.892864217456195
Trimipramine,Conf 178,0.8925026412971363
Etomidate,Conf 308,0.8914384920157885
Daunorubicin,Conf 137,0.8914240017821938
Isosulfan blue,Conf 162,0.8911563524366765
Minocycline,Conf 70,0.8911395475088923
Hydroxychloroquine,Conf 356,0.8911039636328592
Glipizide,Conf 331,0.8909618298238801
Tolvaptan,Conf 102,0.8908984360240993
Quinidine barbiturate,Conf 271,0.8908420695965661
Terbutaline,Conf 334,0.8907824339948085
Olaparib,Conf 270,0.8900128179646957
Axitinib,Conf 194,0.8895063514787929
Benperidol,Conf 249,0.8894828345704872
Arzoxifene,Conf 179,0.8892025282127652
Sonidegib,Conf 101,0.8889024360121811
Methdilazine,Conf 254,0.8888271045058178
Aclidinium,Conf 186,0.8887452414291438
Gallamine triethiodide,Conf 106,0.8881198602973573
Ozenoxacin,Conf 145,0.8879584029334244
Ambenonium,Conf 417,0.8877324620198113
Doxorubicin,Conf 153,0.8872690262029642
Micronomicin,Conf 362,0.8872681937841852
Besifloxacin,Conf 145,0.887063571977812
Dezocine,Conf 151,0.8869167806760735
Flutamide,Conf 198,0.8868185702297803
Vismodegib,Conf 170,0.8867598130171236
Dexchlorpheniramine maleate,Conf 191,0.8866828461675507
Gamolenic acid,Conf 459,0.8864204404232572
Procaterol,Conf 297,0.886041627897765
Etidronic acid,Conf 185,0.8858639658456989
Fosphenytoin,Conf 140,0.8842088673300174
Vorapaxar,Conf 84,0.8841918422416328
Vinblastine,Conf 10,0.8833063550164019
Carindacillin,Conf 212,0.8832413001883801
Pentostatin,Conf 247,0.8826960402283244
Bezafibrate,Conf 203,0.8822048258772663
Valrubicin,Conf 105,0.881730060277204
Epirubicin,Conf 112,0.8817237897127206
Drotaverine,Conf 169,0.8816791672498918
Glasdegib,Conf 211,0.8813451862622281
Alvimopan,Conf 107,0.8809757251555216
Vortioxetine,Conf 259,0.8808670978647102
Rifamycin,Conf 16,0.8804981757642187
Valbenazine,Conf 176,0.8803643974425776
Midostaurin,Conf 104,0.8803192396320707
Parecoxib,Conf 238,0.8801229657033958
Testolactone,Conf 101,0.8801094535890306
Citicoline,Conf 319,0.8797806965143218
Protirelin,Conf 280,0.8797134734248218
Clevidipine,Conf 233,0.8793942672546511
Alogliptin,Conf 222,0.8785187027678194
Nalidixic acid,Conf 183,0.8782987567137506
Procaine merethoxylline,Conf 125,0.8772531123181523
Perazine,Conf 263,0.8772139415402161
Tafenoquine,Conf 286,0.8758006744083371
Palonosetron,Conf 160,0.8757818468862317
Methylnaltrexone,Conf 138,0.8755146374756732
Efavirenz,Conf 146,0.8742324847036935
Ribavirin,Conf 266,0.8740089474493549
Sulfacytine,Conf 286,0.8737095972696504
Nitrendipine,Conf 158,0.8722927665636252
Ecamsule,Conf 137,0.8721888480142088
Amiodarone,Conf 270,0.8713842553749039
Perindopril,Conf 277,0.8703973681510334
Enzalutamide,Conf 149,0.8701218629365108
Asenapine,Conf 110,0.8695629078199514
Diethylamino hydroxybenzoyl hexyl benzoate,Conf 273,0.8692154620233087
Ethynodiol diacetate,Conf 71,0.8691737568820641
Milrinone,Conf 159,0.8689639793424047
Diacerein,Conf 103,0.868791441937654
Clofazimine,Conf 114,0.8687148183766554
Voriconazole,Conf 115,0.8682786053943127
Dabigatran etexilate,Conf 78,0.8679426271241035
Ketazolam,Conf 128,0.8676529552161102
Steviolbioside,Conf 200,0.8670384512076944
Isoconazole,Conf 363,0.8669011819211737
Ethinylestradiol,Conf 125,0.8668980727452515
Telotristat ethyl,Conf 287,0.8666469630318937
Iohexol,Conf 177,0.8666095944112618
Methylphenidate,Conf 171,0.8653850130539248
Balsalazide,Conf 270,0.8648327092942348
Deoxycholic acid,Conf 138,0.8647090251970226
Calcium levulinate,Conf 256,0.8636288967472174
Aripiprazole lauroxil,Conf 172,0.8635708148758391
Spironolactone,Conf 127,0.8624419827878155
Pazopanib,Conf 260,0.8618335337737459
Latanoprostene bunod,Conf 410,0.8617565466025754
Methscopolamine bromide,Conf 225,0.8613903791370966
Colchicine,Conf 125,0.8606974437150169
Aliskiren,Conf 188,0.8605261019708064
Oxyphenonium,Conf 244,0.860457071751041
Mitotane,Conf 140,0.8602655620311705
Zinc ascorbate,Conf 160,0.8593965962551834
Obeticholic acid,Conf 66,0.8592562568888608
Eprosartan,Conf 269,0.8586708596300393
Butaperazine,Conf 216,0.8584800493955699
Fosaprepitant,Conf 332,0.8582513833928572
Diosmin,Conf 152,0.8581522550790052
Tranylcypromine,Conf 167,0.8566228579063342
Suvorexant,Conf 150,0.8565869239837828
Pralatrexate,Conf 198,0.8563837396909983
Mifepristone,Conf 134,0.8560194044549816
Norethisterone,Conf 111,0.8558456998361893
Tyropanoic acid,Conf 199,0.8556938527018819
Dipivefrin,Conf 204,0.8556348840936712
Pizotifen,Conf 123,0.8554710383784413
Vilanterol,Conf 438,0.8553794656178902
Trametinib,Conf 129,0.8550504620973393
Epicriptine,Conf 90,0.8549386455552086
Isavuconazole,Conf 84,0.8544937810515556
Citalopram,Conf 169,0.8543055009862459
Alfacalcidol,Conf 147,0.8541936930384234
Ulipristal,Conf 127,0.8531421700765153
Pixantrone,Conf 151,0.853097028518625
Chlorpheniramine,Conf 195,0.8530377761171019
Bosutinib,Conf 263,0.8527890607852084
Tetradecyl hydrogen sulfate (ester),Conf 370,0.8525180704677573
Testosterone undecanoate,Conf 243,0.8519680961993105
Cobimetinib,Conf 207,0.8519064742209601
Digoxin,Conf 27,0.8518132307176026
Benzethonium,Conf 338,0.8511388666260028
Loteprednol etabonate,Conf 156,0.8510659551716889
Perampanel,Conf 167,0.8493240865024178
Terazosin,Conf 146,0.849315712489584
Lomitapide,Conf 106,0.8491436537678096
Meropenem,Conf 252,0.848816904932376
Polydatin,Conf 160,0.848712562098553
Calcium glucoheptonate,Conf 495,0.8484882417512364
Picosulfuric acid,Conf 119,0.8481671391001238
Pitavastatin,Conf 202,0.8479081061165461
Rimonabant,Conf 146,0.8471927307931084
Rimexolone,Conf 111,0.846392450930262
Tibolone,Conf 102,0.8463025536031874
Ribostamycin,Conf 317,0.8460638518626431
Pentetic acid,Conf 458,0.8431051688752876
Noscapine,Conf 167,0.8429019689459798
Netupitant,Conf 320,0.8428541995759026
Patent Blue,Conf 43,0.8424881916616636
Nateglinide,Conf 249,0.8422117942680859
Curcumin,Conf 303,0.8420725742584171
Enasidenib,Conf 305,0.8420481520363468
Fenoldopam,Conf 184,0.8418684872710865
Piritramide,Conf 272,0.8418147851373957
Larotrectinib,Conf 307,0.8407868712347026
Docetaxel,Conf 60,0.8396341360382512
Vardenafil,Conf 209,0.8393972128243335
Netarsudil,Conf 235,0.8390581590030541
Revefenacin,Conf 203,0.8388227392921843
Fluocinonide,Conf 110,0.8387156035958462
Tiagabine,Conf 281,0.8387071542738159
Gluconic Acid,Conf 357,0.8375651923223615
Adapalene,Conf 131,0.8370940989942727
Haloperidol,Conf 218,0.8357662864172989
Iodipamide,Conf 190,0.8356880090962441
Zinc picolinate,Conf 157,0.8354370143857418
Octasulfur,Conf 178,0.8351810431479357
Zopiclone,Conf 215,0.8350844637939225
Maraviroc,Conf 251,0.8350840886544254
Lacidipine,Conf 228,0.835000886911741
Abiraterone,Conf 63,0.8349826689916248
Calcipotriol,Conf 156,0.8342573323235696
Brigatinib,Conf 132,0.8338930760322307
Methylprednisone,Conf 123,0.8335832122372344
Ensulizole,Conf 132,0.833386635999566
Apomorphine,Conf 139,0.8332068863569811
Valsartan,Conf 317,0.8328449641602061
Chenodeoxycholic acid,Conf 102,0.8326816798945094
Ergocalciferol,Conf 111,0.8323683678557887
Ambrisentan,Conf 138,0.8318521719828896
Fexofenadine,Conf 275,0.8317758763813752
Eribulin,Conf 20,0.8316247090632994
Betrixaban,Conf 131,0.8314287245637367
Cefixime,Conf 233,0.8312430443772822
Epinastine,Conf 165,0.8310498529983675
Ursadiol,Conf 38,0.8305358069764135
Eravacycline,Conf 68,0.8305192294431762
Glycyrrhizic acid,Conf 54,0.830029804647519
Eltrombopag,Conf 190,0.8297717777249375
Phentolamine,Conf 253,0.8297020977398021
Anagrelide,Conf 180,0.8296733778578342
Montelukast,Conf 203,0.8294402399118299
Gestrinone,Conf 97,0.8291633538083083
Zuclopenthixol,Conf 222,0.8289332792394681
Azithromycin,Conf 31,0.8287944407138296
Lusutrombopag,Conf 66,0.8274080870483291
Bronopol,Conf 205,0.8270136100766249
Dexamethasone metasulfobenzoate,Conf 195,0.8268724486883193
Diiodohydroxyquinoline,Conf 150,0.8268661552638846
Iothalamic acid,Conf 168,0.8264753277259366
Dequalinium,Conf 498,0.8263959219762758
Dipyridamole,Conf 220,0.8259755544225496
Methylprednisolone hemisuccinate,Conf 156,0.8256683462013481
Imatinib,Conf 142,0.8253438239139111
Prasterone,Conf 136,0.8252744924524559
Pipecuronium,Conf 127,0.8251215998882647
Tritoqualine,Conf 95,0.8250355119851268
Ferric maltol,Conf 91,0.8249737086127659
Pramipexole,Conf 247,0.8244245039501756
Lercanidipine,Conf 319,0.8242076306874089
Dihydro-alpha-ergocryptine,Conf 75,0.8239768233282357
Hesperidin,Conf 169,0.8234344109663143
Plazomicin,Conf 139,0.8230769923475687
Demecarium,Conf 302,0.8229408426111297
Diphenhydramine,Conf 231,0.822307043226382
Levomefolic acid,Conf 267,0.8219369501960588
Cyclopentolate,Conf 250,0.8216048260412538
Amprenavir,Conf 401,0.8214774664377872
Protriptyline,Conf 215,0.8206238496046466
Ursodeoxycholic acid,Conf 80,0.8205782216363052
Selenomethionine,Conf 302,0.8204650497565706
Ubrogepant,Conf 98,0.8203795782728713
Ezetimibe,Conf 199,0.8202459059347298
Ergotamine,Conf 93,0.8200210732811423
Etravirine,Conf 216,0.8198603385594869
Vecuronium,Conf 110,0.819824666915891
Rilpivirine,Conf 192,0.8194947257681257
Carboprost tromethamine,Conf 305,0.8190757129026014
Tramadol,Conf 239,0.8183337453724648
Hydroflumethiazide,Conf 200,0.8178403716499263
Dacomitinib,Conf 181,0.8172447484793829
Sodium citrate,Conf 177,0.8166934513299716
Fesoterodine,Conf 203,0.8162102076871066
Diacetyl benzoyl lathyrol,Conf 200,0.8160645368702221
Fingolimod,Conf 314,0.8144901161042225
Nitrazepam,Conf 145,0.8144244325462077
Cefiderocol,Conf 102,0.8144218752327812
Nitisinone,Conf 259,0.8139269232504873
Clidinium,Conf 198,0.8136293035047126
Vandetanib,Conf 180,0.8135691261945894
Cromoglicic acid,Conf 321,0.813527737104684
Chloroprocaine,Conf 336,0.8132656596568654
Zafirlukast,Conf 194,0.812771518859114
Cholecalciferol,Conf 153,0.8127245113355
Riociguat,Conf 207,0.8119196991906552
Lisuride,Conf 164,0.8117934470442796
Oxetacaine,Conf 206,0.8116855652906447
Doripenem,Conf 239,0.8116808521537088
Cyclizine,Conf 185,0.8115359388973352
Alclometasone,Conf 98,0.8114922022891089
Cycloguanil,Conf 69,0.8109580806904862
Abacavir,Conf 205,0.810932224495972
Deslanoside,Conf 3,0.8103609031184639
Choline salicylate,Conf 161,0.8101129901614496
Adefovir dipivoxil,Conf 302,0.8096685466557684
Sodium tetradecyl sulfate,Conf 339,0.8094971572521756
Fluorodopa (18F),Conf 294,0.8090293070890349
Olmesartan,Conf 269,0.8084152670594705
Aminophylline,Conf 99,0.8084063753152547
Bimatoprost,Conf 400,0.8080961951954249
Omadacycline,Conf 65,0.807993969145183
Bazedoxifene,Conf 220,0.806557509417866
Imiquimod,Conf 224,0.8060195414153881
Flucloxacillin,Conf 173,0.8054023585175385
Deserpidine,Conf 128,0.8050942351055581
Lumefantrine,Conf 146,0.8049639365972113
Ceftizoxime,Conf 280,0.8049590621719225
Lorpiprazole,Conf 244,0.8046765643364191
Ixabepilone,Conf 73,0.8045053612760578
Elagolix,Conf 158,0.8044019946658982
Ramipril,Conf 295,0.8037287885765256
Tirofiban,Conf 319,0.8030503968241567
Emedastine,Conf 271,0.8016466373420922
Bisoxatin,Conf 171,0.8014398942732077
Testosterone,Conf 91,0.8010790845523603
Enoximone,Conf 266,0.8010201388297853
Olodaterol,Conf 253,0.7997461289127601
Benzhydrocodone,Conf 172,0.7991188213813141
Terconazole,Conf 240,0.7981859101726122
Encorafenib,Conf 262,0.7972070724607083
DL-dimyristoylphosphatidylcholine,Conf 60,0.7971705241822555
Quetiapine,Conf 201,0.79671040014361
Mebeverine,Conf 422,0.7965920768740457
Duloxetine,Conf 278,0.7953227711678856
Fosnetupitant,Conf 128,0.7951851207044495
Iloperidone,Conf 352,0.794840905384278
Doxercalciferol,Conf 99,0.7935831217610297
Tipranavir,Conf 198,0.793416771574586
Zidovudine,Conf 237,0.7925541359669933
Nisoldipine,Conf 176,0.7919052486344534
Lactulose,Conf 277,0.7909859613818636
Dimetotiazine,Conf 168,0.7909703957538772
Fluticasone furoate,Conf 155,0.7908201930302954
Eluxadoline,Conf 302,0.7907819346154704
Difluprednate,Conf 120,0.789871633579748
Amitriptyline,Conf 180,0.7896426023764495
Finasteride,Conf 104,0.7887429718635856
Darolutamide,Conf 256,0.7885771400932208
Levacetylmethadol,Conf 249,0.7883151224389136
Benorilate,Conf 320,0.7879053090092283
Bromocriptine,Conf 111,0.7875837064247351
Cilazapril,Conf 256,0.7870875321552983
Lymecycline,Conf 126,0.7866711732403995
Ribociclib,Conf 134,0.7862808679558916
Desipramine,Conf 222,0.7854449841292609
Ouabain,Conf 87,0.7845636343619996
Amifostine,Conf 342,0.7841485032153227
Calcium Phosphate,Conf 219,0.7830846740870803
Mizolastine,Conf 208,0.7819760694636145
Lapatinib,Conf 189,0.7819493602378695
Cefotetan,Conf 131,0.7817891568635634
Procarbazine,Conf 152,0.7817796176125791
Moclobemide,Conf 159,0.7816838270232386
Deflazacort,Conf 99,0.7815704787166888
Fluoride ion F-18,Conf 109,0.7811169004774213
Canagliflozin,Conf 198,0.7811168880116953
"2,2'-Dibenzothiazyl disulfide",Conf 174,0.7810518310454712
Ferric sulfate,Conf 170,0.7810250144248563
Acenocoumarol,Conf 126,0.7808471676305899
Aripiprazole,Conf 294,0.7806543209709917
Levofloxacin,Conf 118,0.7804301580806942
Mecamylamine,Conf 169,0.780405079650447
Oteracil,Conf 199,0.7803977666267645
Armodafinil,Conf 223,0.7796276918367749
Sapropterin,Conf 169,0.7789500135457768
Tadalafil,Conf 105,0.7787716023708764
Reserpine,Conf 143,0.778696925685619
Ferumoxytol,Conf 324,0.7784818992890362
Chlorambucil,Conf 251,0.7770678686722012
Halofantrine,Conf 229,0.7768671387974698
Hydroxyprogesterone caproate,Conf 145,0.7766252021024237
Ioxaglic acid,Conf 53,0.7764469424797085
Bosentan,Conf 231,0.7757379218536166
Vinflunine,Conf 33,0.7753136230345169
Simeprevir,Conf 41,0.774344920967567
Vemurafenib,Conf 243,0.7737180467570318
Zolpidem,Conf 173,0.772837640282212
Niacinamide ascorbate,Conf 172,0.7727493918697125
Beclomethasone dipropionate,Conf 131,0.7725164325248338
Metipranolol,Conf 274,0.7718263329975437
Tenofovir disoproxil,Conf 357,0.7718007301212388
Omacetaxine mepesuccinate,Conf 166,0.7713031684471054
Lorazepam,Conf 184,0.7706800732428103
Sarecycline,Conf 79,0.7705087672653447
Clobetasone,Conf 114,0.769849741334718
Cefotiam,Conf 292,0.7697638184320591
Butoconazole,Conf 389,0.7696807695077743
Levobupivacaine,Conf 260,0.769244607059191
Berberine,Conf 109,0.7688693171992674
Mebutamate,Conf 189,0.7670166194802421
Lisinopril,Conf 344,0.7667269483149083
Sodium tartrate,Conf 242,0.7663488052512886
Tolterodine,Conf 240,0.7662118245290294
Alpelisib,Conf 276,0.7660920674185117
Cyclandelate,Conf 200,0.7660626843845352
Nicergoline,Conf 147,0.7660477869848633
Alitretinoin,Conf 145,0.7660230123293786
Lapyrium,Conf 425,0.7659991467621293
Granisetron,Conf 214,0.7654865220710889
Apronalide,Conf 167,0.7644274681532328
Grazoprevir,Conf 75,0.7643431725613834
Raltitrexed,Conf 337,0.7638740875662856
Nilutamide,Conf 182,0.7636806166570053
Atorvastatin,Conf 173,0.7636330805801607
Gilteritinib,Conf 131,0.7635733462556732
Dicyclomine,Conf 220,0.7634769823903462
Ponatinib,Conf 76,0.7623520873570386
Ropinirole,Conf 364,0.7612594469240086
Busulfan,Conf 326,0.7607375963147405
Cefmenoxime,Conf 270,0.7600954239528918
Hydrocortisone succinate,Conf 161,0.760093653356907
Dolasetron,Conf 222,0.7598579890926437
Benserazide,Conf 327,0.7593771375056579
Metoclopramide,Conf 263,0.7591273093089228
Entrectinib,Conf 105,0.7580918015507082
Fosamprenavir,Conf 362,0.7578975478901088
Iron,Conf 121,0.7578698946663283
Torasemide,Conf 336,0.7571735273453551
Cetalkonium,Conf 403,0.7566213709554078
Carbocisteine,Conf 280,0.7564618558511544
Duvelisib,Conf 161,0.7563278216761268
Felodipine,Conf 221,0.7562892093843453
Donepezil,Conf 160,0.7562504017691656
Norgestimate,Conf 82,0.7559179676170412
Natamycin,Conf 45,0.7548060064960236
Zofenopril,Conf 270,0.7542903621854761
Lenvatinib,Conf 204,0.7542428768012572
Isopropyl myristate,Conf 459,0.7541470547099112
Capecitabine,Conf 262,0.7536567422642723
Rotigotine,Conf 136,0.7534786195951793
Temozolomide,Conf 157,0.7529716578819701
Hydroxyethyl cellulose,Conf 49,0.7526940799876132
Azelastine,Conf 203,0.7526541259412498
Benfotiamine,Conf 268,0.7518360606188143
Roflumilast,Conf 200,0.7517565137956956
Anisotropine methylbromide,Conf 262,0.7515698292334344
Levorphanol,Conf 129,0.7509473069955891
Metrizoic acid,Conf 191,0.7508469059570381
Selinexor,Conf 284,0.7503056257940423
Cilostazol,Conf 382,0.750029179294584
Tropicamide,Conf 79,0.7496250538538469
Hydrogen fluoride,Conf 104,0.7489681529546135
Mycophenolate mofetil,Conf 242,0.7485534040844535
Artemether,Conf 88,0.7485218882328529
Pexidartinib,Conf 333,0.7478355500013081
Eletriptan,Conf 303,0.7470144224949113
Olanzapine,Conf 181,0.7458596293680573
Fosinopril,Conf 295,0.7456496978084761
Desoxycorticosterone acetate,Conf 160,0.7448831333523556
Tetrofosmin,Conf 390,0.7443981986801095
Ciclopirox,Conf 233,0.7443279298388282
Amodiaquine,Conf 318,0.7440609015726156
Timolol,Conf 270,0.7437952789440818
Nefopam,Conf 149,0.743151561888917
Methyltestosterone,Conf 67,0.742889432606629
